Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,NF,CR,NC,P,I,W,instructor_id,instructor_name_normalized
"Abdi, Herve","Yu, Ju-Chi","Kriegsman, Michael A",,,,ACN,6313,501,,6,1,,2,,,1,,,,,,,,,,,1,herve,herve abdi
"Bonner, Deborah L","Schneider, Julie M",,,,,PSY,3310,501,2,17,12,3,8,2,2,3,,,,1,1,,,,,,0,dbonner,deborah bonner
"Bonner, Deborah L","Schneider, Julie M",,,,,CLDP,3310,501,,7,1,5,2,2,1,,1,,,,2,,,,,,0,dbonner,deborah bonner
"Touchstone, Emily W","Fazel, Vedad",,,,,COMD,6240,001,,72,,,,,,,,,,,,,,,,,0,exw010200,emily touchstone
"McWilliams, Steven P","Lackovic, Jacob",,,,,NSC,4354,501,18,21,11,8,14,13,5,2,4,2,3,1,1,,,,,,3,sxm127330,steven mcwilliams
"Rodriguez, Christa M",,,,,,NSC,4357,001,1,14,5,4,3,4,2,2,,1,1,,2,,,,,,0,cmr067000,christa mcintyre rodriguez
"Grant, Meridith G","Villarreal, Deyaun L",,,,,PSY,3362,002,,11,,,11,,,6,,,1,,,,,,,,1,mga061000,meridith grant
"Grant, Meridith G","Villarreal, Deyaun L",,,,,CLDP,3362,002,1,16,,,15,,,6,,,2,,1,,,,,,0,mga061000,meridith grant
"Grant, Meridith G","Mehta, Sonya",,,,,CLDP,3394,001,,10,,,7,,,2,,,,,,,,,,,0,mga061000,meridith grant
"Reid, Jon K",,,,,,PSY,4323,001,,19,,,31,,,9,,,3,,2,,,,,,3,jxp176330,jiyoung park
"Lougeay, Janice",,,,,,COMD,7172,001,,,,,,,,,,,,,,,,,38,,0,lougeay,janice lougeay
"Goffman, Lisa A","Melamed, Tina",,,,,COMD,6308,001,,21,9,5,9,,,,,,,,,,,,,,0,cxd062000,
"Brinkley, Dawn Y","Poucher, Jesse W",,,,,CLDP,3332,501,,14,11,4,12,7,3,3,3,1,,,1,,,,,,1,dyb012000,dawn brinkley
"Brinkley, Dawn Y","Poucher, Jesse W",,,,,PSY,3332,501,,6,4,5,3,5,,4,1,,,,1,,,,,1,1,dyb012000,dawn brinkley
"Brinkley, Dawn Y","Gryder, Kieth",,,,,PSY,2301,003,,15,9,8,17,14,7,7,4,2,3,5,14,,,,,,3,njs092000,noah sasson
"Wig, Gagandeep S","Agres, Phillip F",,,,,ACN,6395,001,,2,6,3,8,,,4,,,,,,,,,,,1,fxf013100,francesca filbey
"Wig, Gagandeep S","Agres, Phillip F",,,,,HCS,6395,001,,2,1,,4,,,,,,,,,,,,,,0,fxf013100,francesca filbey
"Kroener, Sven",,,,,,HCS,7121,001,,,,,,,,,,,,,,,,,17,,0,sxk101000,sven kroener
"Prager, Karen",,,,,,PSY,4331,001,4,20,6,10,12,,4,6,4,1,,,2,,,,,1,0,kprager,karen prager
"Kane, Heidi S",,,,,,PSY,4328,001,1,2,6,6,4,5,3,5,1,2,1,,1,,,,,,1,hsk140330,heidi kane
"Park, Jiyoung",,,,,,HCS,7355,001,,4,3,1,,,,,,,,,,,,,,,0,jxp176330,jiyoung park
"Touchstone, Emily W","Fowler, Mariah L",,,,,CLDP,3310,001,,22,,,2,,,2,,,,1,,,,,,,0,exw010200,emily touchstone
"Touchstone, Emily W","Fowler, Mariah L",,,,,PSY,3310,001,,80,,,14,1,,6,,,1,,1,,,,,,0,exw010200,emily touchstone
"Brinkley, Dawn Y","Helfers, Samantha",,,,,PSY,2301,004,,29,18,4,20,13,6,7,7,3,1,1,11,,,,,,6,dyb012000,dawn brinkley
"Dowling, Walter J",,,,,,PSY,3393,004,1,10,,,5,,,7,,,,,,,,,,,0,rxr076000,rachna raman
"Raman, Rachna","Stouffer, Kari K",,,,,PSY,3392,501,6,1,3,3,4,1,4,,1,1,2,,,,,,,,1,rxr076000,rachna raman
"Reid, Jon K",,,,,,PSY,4346,001,,35,,,30,,,4,,,2,,,,,,,,0,jgentsch,joanna gentsch
"Miller, Van S",,,,,,NSC,4351,001,12,5,3,1,,1,,,,,,,1,,1,,,,0,vxm077000,van miller
"Gu, Xiaosi","Yoo, Hye Bin","Fiore, Vincenzo",,,,NSC,3361,002,10,12,9,6,9,5,10,4,3,,,,1,,,,,,1,rxs170431,rukhsana sultana
"Burton, Michael D",,,,,,NSC,4372,001,,6,1,5,7,3,5,4,1,2,4,,2,,,,,,0,mdb150330,michael burton
"Vogel, Don G",,,,,,CS,1136,101,12,4,,3,5,4,,1,1,,5,,5,,,,,,0,dgv130030,don vogel
"Vogel, Don G",,,,,,CS,1136,102,22,5,4,2,3,2,,2,1,,3,,4,,,,,,0,dgv130030,don vogel
"Vogel, Don G",,,,,,CS,1136,601,31,9,4,6,,2,1,,,,3,,6,,,,,,1,dgv130030,don vogel
"Farage, Timothy P",,,,,,CS,3305,501,24,20,5,6,8,2,2,4,1,,1,1,1,,,,,,0,jkw053000,james willson
"Becker, Eric W","Shah, Trusit Sandipbhai","Cao, Tri M",,,,CS,4141,101,5,8,5,1,1,,,,,,,,,,,,,,0,ewb160130,eric becker
"Cankaya, Ebru C","Li, Yi",,,,,CS,4341,001,7,10,7,4,16,6,5,9,4,2,2,1,1,,,,,,0,ewb160130,eric becker
"Bereg, Sergey","Li, Xinyi",,,,,CS,4349,001,15,2,20,5,7,7,5,4,2,,,,1,,,,,,1,daescu,ovidiu daescu
"Huynh, Dung T","Haghpanah, Mohammadreza",,,,,CS,4384,001,5,16,7,10,5,10,9,1,4,2,,,1,,,,,,3,gxa120930,gordon arnold
"Nguyen, Nhut","Vellingiri, Shanthi",,,,,CS,4393,001,4,17,4,10,6,6,2,1,,,1,,2,,,,,,1,nhutnn,nhut nguyen
"Sarac, Kamil","Ozarslan, Omer F",,,,,CS,4396,001,1,6,6,,9,2,2,,1,,,,,,,,,,0,kxs028100,kamil sarac
"Razo Razo, Miguel A","Veerasamy, Jeyakesavan",,,,,CS,4485,001,11,62,25,14,5,3,,,,,,,,,,,,,0,mrazora,miguel razo
"Ozbirn, Greg A","Chappidi, Sruthi",,,,,CS,5348,001,,12,10,7,5,3,2,4,,,,,,,,,,,0,venky,subbarayan venkatesan
"Gupta, Neeraj K","Li, Changbin",,,,,CS,5343,501,,21,2,4,21,2,2,1,,,,,2,,,,,,1,nkg140130,neeraj gupta
"Cobb, Jorge","Yu, Shimeng",,,,,CS,5390,001,,5,,4,9,,,,,,,,,,,,,,0,jcobb,jorge cobb
"Hamlen, Kevin",,,,,,CS,6371,001,,2,2,4,2,2,,,,,,,1,,,,,,1,kxh060100,kevin hamlen
"Chida, Anjum","Zhang, Linrui",,,,,CS,6375,001,,39,1,1,,,,,,,,,,,,,,,0,axn112530,anurag nagar
"Sudborough, Ivan H",,,,,,CS,6382,501,,4,2,6,1,,,,,,,,2,,,,,,0,hal,hal sudborough
"Whalen, Tristan G","Soliman, Marwah M",,,,,CS,3341,001,8,4,3,4,11,3,2,4,3,1,2,2,10,,,,,,2,tgw100020,tristan whalen
"Davis, Chris I","Koneru, Keerthi",,,,,CS,4337,001,1,6,5,7,7,10,4,7,2,3,1,,,,,,,1,4,cid021000,chris davis
"Becker, Eric W","Tian, Zijing",,,,,CS,4347,001,14,14,8,7,6,4,,2,,,1,,,,,,,,0,mgc013000,michael christiansen
"Jue, Jason","Kadiyala, Krishna P",,,,,CS,6352,001,,2,4,3,6,,,,,,,,,,,,,,0,jjue,jason jue
"Davis, Chris I","Huang, Hongyao","Ahn, Sung Soo",,,,CS,6360,001,,14,16,15,6,2,1,,,,,,3,,,,,,1,cid021000,chris davis
"Farago, Andras","Xu, Rupei",,,,,CS,6385,001,,18,5,4,3,,,,,,,,,,,,,,0,farago,andras farago
"Bastani, Farokh",,,,,,CS,6396,001,,2,3,,,1,,,,,,,,,,,,,0,cxl137330,cong liu
"Whalen, Tristan G","Soliman, Marwah M",,,,,SE,3341,001,,,,,2,4,,1,2,2,2,,1,,,,,,1,tgw100020,tristan whalen
"Chung, Lawrence",,,,,,SE,6361,001,,3,5,1,4,,,,,,,,,,,,,,0,chung,lawrence chung
"Paulk, Mark C",,,,,,SE,6388,0W1,,6,,,1,,,1,,,,,,,,,,,0,mcp130030,mark paulk
"Schlobohm, Maribeth L",,,,,,ECS,3390,001,3,5,2,2,3,1,1,,,,,,,,,,,,1,mls077000,maribeth (betsy) schlobohm
"Ryan, Christopher J",,,,,,ECS,3390,HN1,,12,5,,2,,,,,,,,,,,,,,0,cxr088000,christopher ryan
"Schlobohm, Maribeth L",,,,,,ECS,3390,002,4,10,2,,3,,,,,,,,,,,,,,0,mls077000,maribeth (betsy) schlobohm
"Glauser, Janece B",,,,,,ECS,3390,0H7,,12,4,1,1,,,,,,,,,,,,,,1,jbg130030,janece glauser
"Hernandez-Katz, Melissa M",,,,,,ECS,3390,0H3,2,10,2,,3,1,1,,,,,,,,,,,,0,mhkatz,melissa hernandez katz
"Glauser, Janece B",,,,,,ECS,3390,0H8,,11,4,2,2,,,,,,,,,,,,,,0,jbg130030,janece glauser
"Mezenner, Rabah",,,,,,ECS,3361,001,7,36,19,18,10,4,1,1,,,1,,,,,,,,3,rxm129730,rabah mezenner
"Walker, Amy V",,,,,,MSEN,5360,001,,1,2,5,5,4,4,1,,,,,,,,,,,0,axw092000,
"Minary-Jolandan, Majid","Patel, Akash",,,,,MECH,2320,001,14,8,4,9,2,7,2,3,2,,8,,1,,,,,,0,ixr161130,
"Fadda, Dani Z","Hamidi, Armita",,,,,MECH,3305,001,5,13,7,4,7,2,2,3,4,,,,,,,,,,1,oxr106020,oziel rios
"Leonardi, Stefano","Garcia Cartagena, Edgardo J",,,,,MECH,3315,001,1,3,5,18,5,10,4,7,4,,2,,,,,,,,1,wca140030,william anderson
"Lu, Hongbing","Karim, Mohammad R",,,,,MECH,2120,101,6,15,1,1,,2,,,,,,,,,,,,,0,hxl101000,hongbing lu
"Lu, Hongbing","Rostami, Saman",,,,,MECH,2120,102,4,13,3,1,3,,,,,1,,,,,,,,,0,hxl101000,hongbing lu
"Rios, Oziel","Sadeh, Sepehr",,,,,MECH,3105,101,12,12,7,,5,4,1,2,2,,,1,2,,,,,,0,oxr106020,oziel rios
"Rios, Oziel","Sadeh, Sepehr",,,,,MECH,3105,102,7,12,6,4,5,2,,2,,,1,,1,,,,,,0,oxr106020,oziel rios
"Choi, Wonjae","LeClear, Johnathon D",,,,,MECH,3115,101,3,11,4,,,,,,,,,,,,,,,,0,hxo150330,hui ouyang
"Dodge, Nathan B",,,,,,EE,2310,001,20,,3,3,4,2,2,,3,,,,3,,,,,,1,dodge,nathan dodge
"Dodge, Nathan B",,,,,,EE,2310,501,18,5,1,2,1,1,2,2,3,,,,4,,,,,,1,dodge,nathan dodge
"Dodge, Nathan B",,,,,,CE,2310,001,19,2,1,3,,1,,1,3,,1,,2,,,,,,0,dodge,nathan dodge
"Dodge, Nathan B",,,,,,CE,2310,501,15,3,1,1,2,3,,1,,1,3,,2,,,,,,3,dodge,nathan dodge
"Lee, Gil S","Abousaba, Mohammad F","Chen, Ziyu",,,,EE,3110,102,,6,,,2,,,5,,,,,1,,,,,,1,jblee,jeong bong lee
"Lee, Gil S","Chen, Ziyu","Abousaba, Mohammad F",,,,EE,3110,103,,4,,,4,,,1,,,3,,,,,,,,0,jblee,jeong bong lee
"Lee, Gil S","Liu, Jinbo",,,,,EE,3110,104,1,5,,,5,2,,1,,,,,1,,,,,,0,jblee,jeong bong lee
"Pitz, Jeanne","Chen, Chen",,,,,EE,3111,101,8,3,4,1,,,,,,,,,1,,,,,,0,gslee,gill lee
"Pitz, Jeanne","Chen, Chen","Luo, Ziyang",,,,EE,3111,102,2,2,5,1,,,,,,,,,,,,,,,0,gslee,gill lee
"Pitz, Jeanne","Chen, Chen","Luo, Ziyang",,,,CE,3111,102,2,3,4,2,1,,,,,,,,,,,,,,0,gslee,gill lee
"Zhou, Dian","Xiong, Jiu","Hu, Bo",,,,EE,3120,101,,9,,,,,,1,,,2,,1,,,,,,0,zhoud,dian zhou
"Khoobroo, Amir",,,,,,EE,3120,102,8,1,3,1,1,,,,1,,,,,,,,,,0,zhoud,dian zhou
"Zhou, Dian","He, Jiacong",,,,,EE,3120,103,,9,,,1,,,,,,,,,,,,,,0,zhoud,dian zhou
"Zhou, Dian","Hu, Bo","Xiong, Jiu",,,,EE,3120,104,,13,,,3,,,,,,,,1,,,,,,0,zhoud,dian zhou
"Zhou, Dian","Wang, Yifan",,,,,EE,3120,105,,5,,,,,,1,,,1,,1,,,,,,2,zhoud,dian zhou
"Zhou, Dian","Wang, Yifan",,,,,EE,3120,106,,13,,,1,,,,,,1,,,,,,,,1,skinner,neal skinner
"Zhou, Dian","He, Jiacong",,,,,CE,3120,103,,8,,,1,,,,,,,,,,,,,,1,zhoud,dian zhou
"Kiasaleh, Kamran",,,,,,EE,3150,101,,3,,1,5,1,,5,2,,,,2,,,,,,0,kamran,kamran kiasaleh
"Kiasaleh, Kamran",,,,,,EE,3150,102,,4,,2,4,2,3,1,,,2,,,,,,,,0,kamran,kamran kiasaleh
"Kiasaleh, Kamran",,,,,,EE,3150,103,,4,,2,5,2,,,1,,2,,3,,,,,,0,kamran,kamran kiasaleh
"Florence, James M","Bo, Yu",,,,,ENGR,3300,501,,3,,1,12,5,1,10,3,,12,,1,,,,,,0,mvf100020,massimo fischetti
"Lee, Jung S","Baral, Ashwin Bhobani",,,,,ENGR,3300,003,,3,,1,9,,1,18,,,6,,1,,,,,,1,jls032000,jung lee
"Saad, Ricardo E","Metwaly Saad, Hussein M",,,,,ENGR,3300,010,3,1,4,1,1,,4,2,6,,2,2,9,,,,,1,2,rsaad,ricardo saad
"Frensley, William",,,,,,EE,3310,001,3,17,7,2,1,1,,,,,,,1,,,,,,1,jblee,jeong bong lee
"Coleman, James J","Chen, Ziyu",,,,,EE,3310,002,,10,3,3,,4,2,1,,1,,,1,,,,,,0,sxp124631,siavash pourkamali
"Frensley, William",,,,,,CE,3310,001,,7,2,,1,,,,,,,,1,,,,,,0,jblee,jeong bong lee
"Coleman, James J","Chen, Ziyu",,,,,CE,3310,002,,4,2,1,1,2,2,1,,,1,1,,,,,,,1,sxp124631,siavash pourkamali
"Lee, Gil S","Ramezany, Alireza",,,,,EE,3311,001,1,8,,,7,1,2,13,,,1,,1,,,,,,0,kxo091000,kenneth
"Liu, Jin","Xiong, Jiu",,,,,EE,3311,002,4,7,,,3,1,2,,,,,,,,,,,,0,jinliu,jin liu
"Lee, Gil S","Ramezany, Alireza",,,,,CE,3311,001,,3,,1,4,,3,2,1,,1,,,,,,,,0,kxo091000,kenneth
"Liu, Jin","Xiong, Jiu",,,,,CE,3311,002,1,7,3,,8,2,,5,,,,,,,,,,,0,jinliu,jin liu
"Cogan, Diana L","Thakur, Sneha",,,,,EE,3320,001,13,8,7,4,6,7,4,1,1,,1,,6,,,,,,1,dcc095020,diana cogan
"Bhatia, Dinesh","Goswami, Pingakshya",,,,,EE,3320,002,3,4,1,11,10,6,4,1,3,,1,,5,,,,,,2,dinesh,dinesh bhatia
"Cogan, Diana L","Thakur, Sneha",,,,,CE,3320,001,3,5,,2,3,1,1,2,2,1,,1,,,,,,,1,dcc095020,diana cogan
"Bhatia, Dinesh","Goswami, Pingakshya",,,,,CE,3320,002,1,4,,7,4,2,1,2,1,,2,,1,,,,,,2,dinesh,dinesh bhatia
"Saquib, Mohammad",,,,,,ENGR,3341,001,1,9,8,7,11,3,2,2,3,,1,,3,,,,,,5,kxm156530,kathleen myers
"Fonseka, John",,,,,,ENGR,3341,002,4,7,6,3,4,1,1,4,2,,3,4,5,,,,,,0,mohammed,ali mohammed
"Lahlou, Tarek A","Rezaei, Elahe",,,,,ENGR,3341,501,6,4,4,7,8,5,3,7,1,,,,3,,,,,1,0,kxm156530,kathleen myers
"Torlak, Murat","Yanik, Muhammet E",,,,,EE,3350,002,1,6,,5,5,6,2,2,1,,,,,,,,,,0,msh130130,matthew heins
"Torlak, Murat","Yanik, Muhammet E",,,,,EE,3350,001,,6,7,4,4,4,,2,1,,,,3,,,,,,0,torlak,murat torlak
"Florence, James M","Abbasalipour, Amin",,,,,EE,4301,001,,5,,4,11,1,,8,5,,8,,3,,,,,,2,acc130630,ann coleman
"Gans, Nicholas R","Iqbal, Asif","Hosseini Jafari, Bashir",,,,EE,4310,001,3,13,2,6,12,4,3,6,3,2,,,1,,,,,,1,nrg092000,nicholas gans
"Gans, Nicholas R","Iqbal, Asif","Hosseini Jafari, Bashir",,,,EE,4310,501,2,14,1,2,12,1,2,6,,1,1,,1,,,,,,1,nrg092000,nicholas gans
"Sechen, Carl","Xu, Xiangyu","Nahar, Lubaba M",,,,EE,4325,001,,7,4,3,4,3,,,1,1,,,4,,,,,,3,cms057000,carl sechen
"Young, Chadwin D","Liu, Jinbo",,,,,EE,4330,001,8,10,17,1,5,4,1,,,,,,2,,,,,,0,cdy120030,chadwin young
"Minn, Hlaing","Dai, Yucheng",,,,,EE,4360,001,1,7,7,4,3,,,,,,,,,,,,,,1,hxm025000,hlaing minn
"Henderson, Rashaunda M","Yao, Haohan",,,,,EE,4368,002,,7,,,10,,,9,1,,,,2,,,,,,0,rmh072000,rashaunda henderson
"Lehmann, Randall E","Gemsheim, Alex J",,,,,EE,4368,001,5,17,2,3,8,5,1,,1,,,,,,,,,,0,rel041000,randall lehmann
"Frensley, William",,,,,,EEMF,6321,501,,49,4,1,,,,,,,,,,,,,,,0,frensley,william frensley
"Kiasaleh, Kamran",,,,,,EESC,6349,001,,4,,,5,2,,1,,,,,,,,,,,0,wxn062000,won namgoong
"Minn, Hlaing","Abdelgelil, Mahmoud E",,,,,EESC,6352,001,,5,12,13,4,,,1,,,,,,,,,,,1,hxm025000,hlaing minn
"Pitz, Jeanne","Karadagur Ananda Reddy, Chandan",,,,,EESC,6360,001,,13,,,1,,,,,,,,,,,,,,0,jxp133430,jeanne pitz
"Panahi, Issa","Ganguly, Anshuman",,,,,EESC,6361,501,,4,,3,5,1,,,,,,,1,,,,,,0,imp015000,issa panahi
"Saad, Ricardo E","Xu, Xiangyu",,,,,EERF,6355,001,,12,9,4,4,2,,,,,,,,,,,,,0,rsaad,ricardo saad
"Lehmann, Randall E","Li, Sen",,,,,EERF,6395,001,,12,9,8,7,4,2,5,,,,,,,,,,,1,rel041000,randall lehmann
"Pourkamali, Siavash","Ramezany, Alireza",,,,,EEMF,6382,501,,6,3,,1,,,,,,,,,,,,,,0,sxp124631,siavash pourkamali
"Lehmann, Randall E","Fang, Lei",,,,,EERF,6396,301,,1,5,1,2,,,1,,,,,,,,,,,0,rel041000,randall lehmann
"Lehmann, Randall E","Fang, Lei",,,,,EERF,6396,302,,4,2,1,2,,1,,,,,,,,,,,,0,rel041000,randall lehmann
"Shields, Charles O",,,,,,CS,1325,001,1,5,4,6,8,6,7,5,3,3,6,,9,,,,,,1,mrazora,miguel razo
"Shields, Charles O",,,,,,CS,1325,501,1,1,3,2,4,3,1,6,4,5,1,1,7,,,,,,4,kvl140030,khiem le
"Doore, Karen L",,,,,,CS,2335,001,10,23,6,6,19,,2,3,,2,1,2,4,,,,,,2,kld054000,karen doore
"Perkins, Stephen J","Hayes, Alexander L",,,,,CS,3377,501,8,8,9,7,3,5,5,3,1,1,2,,2,,,,,,3,sxp127930,stephen perkins
"Davis, Chris I","Hosseini, Seyyed Mohammadsaleh",,,,,CS,4337,HON,2,13,11,5,2,2,1,1,,,,,,,,,,,0,cid021000,chris davis
"Prakash, Ravi","Samiei, Aliehsan",,,,,CS,6378,001,,8,13,4,12,2,,,,,,,,,,,,,0,sxa173731,sridhar alagar
"Thamban, P.L.Stephan","Chang, Chih-Lun",,,,,MECH,2310,001,,2,1,5,4,5,7,3,3,2,3,,3,,,,,1,2,stephan,p l stephan thamban
"Libby, Lee L",,,,,,ECS,3390,5H1,,3,1,3,6,3,,2,,,,,1,,,,,,0,llibby,lee libby
"Christiansen, Michael G","Kolluri, Kirthy",,,,,SE,4352,001,,11,5,4,2,1,3,3,2,,,,,,,,,,0,pkumar,pushpa kumar
"Straach, Janell","Ledbetter, Cheryl","Maweu, Barbara M",,,,SE,4381,001,3,8,13,7,12,6,2,,,,1,,1,,,,,,1,jxs017800,janell straach
"Wong, Weichen E",,,,,,SE,4485,001,,42,,,,1,,,,,,,,,,,,,0,wew021000,weichen wong
"Kumar, Pushpa S",,,,,,SE,3306,001,4,9,8,1,12,6,5,5,3,,1,,2,,,,,,2,tfarage,timothy farage
"Perkins, Stephen J","Hayes, Alexander L",,,,,SE,3377,501,,2,1,1,1,4,,1,1,,,1,,,,,,,2,sxp127930,stephen perkins
"Paulk, Mark C","Kolluri, Kirthy",,,,,SE,4367,001,11,5,3,7,10,6,5,6,1,2,4,2,6,,,,,,1,mcp130030,mark paulk
"Narayanasami, Priya",,,,,,CS,1335,001,4,4,1,,6,1,9,1,2,,,,1,,,,,,1,kld054000,karen doore
"Becker, Eric W","Tian, Zijing",,,,,SE,4347,001,4,1,1,2,2,5,,1,,,,,,,,,,,0,mgc013000,michael christiansen
"Bleris, Leonidas",,,,,,BMEN,6382,001,,7,6,5,,,,,,,,,,,,,,,0,lxb092000,leonidas bleris
"Nam, Hyunjoo",,,,,,BMEN,6375,001,,6,7,3,,,,,,,,,,,,,,,0,hjn091000,hyun joo nam
"Razo Razo, Miguel A","Veerasamy, Jeyakesavan",,,,,CS,4485,002,4,49,19,11,5,2,,,,,,,2,,,,,,0,veerasam,jeyakesavan veerasamy
"Arnold, Gordon L",,,,,,CS,1337,001,1,,1,2,6,3,1,2,,,,1,2,,,,,,1,jws130830,jason smith
"Razo Razo, Miguel A",,,,,,CS,1337,002,7,4,5,3,,1,1,1,1,,1,,5,,,,,,1,jws130830,jason smith
"Cole, John",,,,,,CS,1337,004,1,15,,1,18,3,1,1,,,,,4,,,,,,4,jxc064000,john cole
"Smith, Jason W",,,,,,CS,1337,007,5,5,,,9,1,2,6,,1,4,,11,,,,,,7,jws130830,jason smith
"Yousefpour, Ashkan",,,,,,CS,2305,001,17,11,4,3,3,5,2,1,3,,2,2,5,,,,,1,5,tfarage,timothy farage
"Soncodi, Adrian C",,,,,,CS,2305,503,7,12,12,8,9,4,5,4,,,,1,2,,,,,,2,tfarage,timothy farage
"Farage, Timothy P",,,,,,CS,2305,501,17,10,7,2,15,1,4,8,1,1,4,,,,,,,,1,jkw053000,james willson
"Zhang, Michael","Ray, Pradipta R",,,,,BMEN,6389,001,,3,3,,1,,,,,,,,,,,,,,0,mqz091000,michael zhang
"Ali, Mohammed Z","Mitra, Arkadeep",,,,,ENGR,2300,001,4,14,2,8,7,2,2,4,,,,,,,,,,,0,mohammed,ali mohammed
"Ali, Mohammed Z","Mitra, Arkadeep","Dai, Yucheng",,,,ENGR,2300,002,,21,,3,8,1,3,3,1,,,,2,,,,,,1,nxa028000,naofal al dhahir
"Heins, Matthew S","Amin, Tanjil",,,,,ENGR,2300,503,4,10,5,3,6,1,3,5,,,1,,1,,,,,,1,mohammed,ali mohammed
"Heins, Matthew S","Shankar, Nikhil",,,,,ENGR,2300,004,9,6,7,3,6,3,2,1,3,,,,1,,,,,,3,bxa123330,bilal akin
"Namgoong, Won","Xu, Chi",,,,,CE,3101,101,,6,1,2,,,,,,,2,,,,,,,,1,jsf160330,joseph friedman
"Namgoong, Won","Li, Yinan","Ren, Jiajun",,,,EE,3101,102,,10,4,,,1,,,,,1,1,,,,,,,0,jsf160330,joseph friedman
"Namgoong, Won","Park, Jinkyu",,,,,EE,3101,103,,5,2,1,2,,,1,1,,,,,,,,,,1,jsf160330,joseph friedman
"Namgoong, Won",,,,,,EE,3101,104,,10,2,1,1,,,,1,,1,,1,,,,,,0,jsf160330,joseph friedman
"Namgoong, Won",,,,,,EE,3101,105,,7,3,2,1,,,,,,,,1,,,,,,0,jsf160330,joseph friedman
"Webb, Jennifer H","Dawar, Neha",,,,,EE,3102,101,5,4,2,,,1,,,,,,,1,,,,,,0,nxk019000,nasser kehtarnavaz
"Webb, Jennifer H","Dawar, Neha",,,,,EE,3102,102,4,5,4,,,2,,,,,,,,,,,,,0,nxk019000,nasser kehtarnavaz
"Webb, Jennifer H","Shankar, Nikhil",,,,,EE,3102,105,5,6,,,1,1,1,,,,,,,,,,,,0,nxk019000,nasser kehtarnavaz
"Ikram, Muhammad Z","Li, Sen",,,,,CE,3301,501,1,1,1,2,2,,3,2,1,,1,,1,,,,,,2,mzi041000,muhammad ikram
"Helms, Robert","Qaradaghi, Vahid",,,,,CE,3301,002,,6,1,1,2,5,2,5,,1,1,,1,,,,,,0,bxf102000,babak fahimi
"Ikram, Muhammad Z","Li, Sen",,,,,EE,3301,501,3,5,,3,3,5,2,,7,,1,,1,,,,,,1,mzi041000,muhammad ikram
"Helms, Robert","Qaradaghi, Vahid",,,,,EE,3301,002,,4,4,1,6,14,2,2,6,4,,,4,,,,,1,0,bxf102000,babak fahimi
"Park, Jae Mo","Tao, Fei",,,,,CE,3302,001,,1,2,3,2,2,3,3,1,,1,,1,,,,,,1,andreaf,andrea fumagalli
"Ardestani Khoubrouy, Soudeh","Marzban, Mohamed F",,,,,CE,3302,501,4,,4,3,2,2,,2,,,,,2,,,,,,1,sxa074200,soudeh khoubrouy
"Park, Jae Mo","Tao, Fei",,,,,EE,3302,001,3,6,2,2,9,5,1,2,4,,2,,5,,,,,,2,andreaf,andrea fumagalli
"Ardestani Khoubrouy, Soudeh","Marzban, Mohamed F",,,,,EE,3302,501,10,6,2,9,12,2,2,2,3,1,2,,1,,,,,,0,sxa074200,soudeh khoubrouy
"Lehmann, Randall E","Gemsheim, Alex J",,,,,EERF,6396,303,,6,,2,2,,,,,,,,,,,,,,0,rel041000,randall lehmann
"Tacca, Marco",,,,,,CE,4388,001,,18,3,,,,,,,,,,,,,,,,0,mtacca,marco tacca
"Tacca, Marco",,,,,,EE,4388,001,,25,6,,,,,,,,,,,,,,,,0,mtacca,marco tacca
"Skinner, Neal G",,,,,,CE,4389,001,,8,2,5,1,1,,,,,,,,,,,,,0,mtacca,marco tacca
"Skinner, Neal G",,,,,,EE,4389,001,2,10,8,4,2,1,,,,,,,,,,,,,0,mtacca,marco tacca
"Skinner, Neal G",,,,,,EE,4389,002,4,4,4,2,1,,,,,,,,,,,,,,0,skinner,neal skinner
"Cogan, Diana L","Choi, Ye I",,,,,CE,1202,001,4,3,3,3,3,2,1,,1,4,1,,4,,,,,,1,dcc095020,diana cogan
"Morales, Linda","Hogue, Steven D",,,,,CS,3305,003,2,4,6,9,4,5,,14,,,4,,5,,,,,,3,lxm014000,linda morales
"Farage, Timothy P",,,,,,CS,2305,002,33,14,3,2,9,,,4,,,1,,1,,,,,,2,tfarage,timothy farage
"Doore, Karen L",,,,,,CS,2335,002,13,20,7,9,16,3,1,3,2,,,1,2,,,,,,2,kld054000,karen doore
"Khan, Ziaullah",,,,,,CS,3345,002,2,11,5,1,13,8,7,2,1,,1,,1,,,,,,1,ozbirn,greg ozbirn
"Chida, Anjum","Zhang, Shuai",,,,,CS,3345,004,13,19,21,9,,1,,,,,,,,,,,,,2,rbk,balaji raghavachari
"Cankaya, Ebru C","Wang, Haoliang",,,,,CS,3354,001,4,23,4,9,5,,1,,,,,,2,,,,,,0,exc067000,ebru cankaya
"Christiansen, Michael G","Solanki, Nidhiben M",,,,,CS,3354,501,1,3,1,1,6,2,1,,,,,,,,,,,,0,mcp130030,mark paulk
"Cankaya, Ebru C","Wang, Haoliang",,,,,SE,3354,001,1,7,2,4,2,,,1,,,,,,,,,,,0,exc067000,ebru cankaya
