Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Total W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
BCOM,3310,503,3,15,12,1,2,2,,,,,,,,0,"Ahlberg, Mehrzad","Tanabe, Takuma",,,,,,mehrzad ahlberg
BLAW,2301,HO2,,11,2,2,5,2,2,2,2,5,1,1,,0,"Polze, Matthew M","Hoang, Quynh M",,,,,mmp062000,matthew polze
BPS,4305,006,3,4,6,4,10,5,,2,,,1,,,0,"Xia, Jun","Deng, Shu",,,,,jxx132030,jun xia
BUAN,6346,002,,32,1,2,,,,,,,,,,0,"Elkhodari, Gasan","Sultana, Yasmin",,,,,gxe051000,gasan elkhodari
IMS,3310,0E1,,9,1,10,,,2,3,,,5,1,2,2,"Henderson, Tom",,,,,,txh093000,tom henderson
ITSS,4354,001,,1,6,1,4,10,3,5,3,,,,1,1,"Rao, Mukund","Mehta, Utsav K",,,,,mxr170008,mukund rao
MECO,6303,MBP,,19,7,4,2,2,,,,,,,,1,"Siegenthaler, Simon","Chen, Xi",,,,,sxs177933,simon siegenthaler
MIS,6349,001,,27,4,3,1,,,,,,,,,0,"Shekhar, Gaurav","Mehta, Utsav K",,,,,gxs150130,gaurav shekhar
MKT,6301,002,,8,1,10,13,2,1,,,,,,,0,"Kuksov, Dmitri","Elmi, Omid",,,,,dgk120030,dmitri kuksov
OB,6301,CW1,,33,,,,,,,,,,,2,0,"Ferrante, Anne M",,,,,,,anne ferrante
OPRE,6371,501,,16,5,7,7,,,,,,,,,0,"Hu, Bin","Birajdar, Namrata O",,,,,bxh180009,bin hu
BIOL,2350,002,12,15,1,1,2,1,2,,1,,,,,0,"Sapozhnikov, Ilya",,,,,,isapoz,ilya sapozhnikov
BIOL,3455,304,4,1,2,3,2,3,3,1,1,3,2,2,4,4,"Maitra, Meenakshi","Ramirez, Ruben D",,,,,mxm172731,meenakshi maitra
BIOL,3455,305,2,1,2,5,2,3,4,2,4,2,2,3,2,1,"Maitra, Meenakshi","Ramirez, Ruben D",,,,,mxm172731,meenakshi maitra
BIOL,3455,307,1,2,4,3,6,7,1,3,2,,3,1,1,1,"Maitra, Meenakshi","Ramirez, Ruben D",,,,,mxm172731,meenakshi maitra
BIOL,3455,801,1,3,4,1,1,5,4,2,3,2,,2,6,1,"Ramirez, Ruben D","Wu, Zhuoru","Langley, Lyndsey E",,,,rdr092000,ruben ramirez
MATH,2312,005,2,,2,2,7,3,1,7,4,2,1,2,1,1,"Martynova, Irina",,,,,,ixm140930,irina martynova
MATH,4301,002,3,9,4,6,2,1,1,5,2,2,,,,0,"Ramakrishna, Viswanath","Rakotomalala, Diarisoa Mihaja Andriamanisa",,,,,vish,viswanath ramakrishna
NATS,1101,003,23,8,2,1,,,,1,,,,,,0,"Biewer, Michael C",,,,,,biewerm,michael biewer
NATS,1101,011,25,6,,1,1,1,,,,,,,,1,"Biedebach, Jacob",,,,,,jxb190024,jacob biedebach
ACN,6V81,001,,25,6,4,,,,,,,,,,0,"Moller, Aage R",,,,,,amoller,aage moller
EESC,6364,001,,10,8,10,5,2,,,,,,,,0,"Kehtarnavaz, Nasser","Taghizadeh Alamdari, Nasim",,,,,nxk019000,nasser kehtarnavaz
CRIM,3301,001,15,7,4,1,,3,1,3,,1,,,,0,"Laprade, Jennifer M",,,,,,jml109020,jennifer laprade
BIOL,3455,301,,2,4,4,2,7,,5,2,3,1,3,1,1,"Wilson, Michelle","Ramirez, Ruben D","Zhang, Bei",,,,mxw084000,michelle wilson
BIOL,3455,306,3,2,5,4,2,7,5,,3,1,1,,1,1,"Maitra, Meenakshi","Ramirez, Ruben D",,,,,mxm172731,meenakshi maitra
HIST,3386,501,6,12,,3,4,,,9,,,,,2,0,"Bocchine, Kristin",,,,,,,kristin bocchine
MUSI,3118,501,,35,,,1,,,,,,,,,0,"Ming, Adron",,,,,,axm167231,adron ming
BBSU,1100,010,15,9,,2,2,1,2,1,,,1,1,1,1,"Boynton, Catherine V",,,,,,cxb120030,catherine boynton
CS,3162,051,,16,,2,9,1,1,3,1,,,,1,2,"Chin, Wei-Pang",,,,,,wxc180013,wei pang chin
CS,4376,001,7,10,8,3,4,4,,,,,,,,0,"Zalila-Wenkstern, Rym","Zhu, Chang",,,,,rmili,rym zalila wenkstern
CS,6364,001,,9,10,10,5,,,2,,,,,,0,"Min, Richard K","Wang, Yigong","Aggarwal, Alakh",,,,rkm010300,richard min
EE,2310,001,14,4,1,,5,,2,2,1,,,1,3,3,"Dodge, Nathan B","Chen, Pengyuan","Gao, Tianning","Kiwan, Doaa M",,,dodge,nathan dodge
EE,3350,002,3,6,4,3,3,3,,2,4,1,3,,3,1,"Ahmed, Shaheen","Fonseka, Sebastian P",,,,,sxa176730,shaheen ahmed
EE,4301,501,5,2,2,1,7,3,3,9,4,,,,,0,"Heins, Matthew S","Abbas, Farhat","Gandluru, Veerabharathchandrareddy",,,,msh130130,matthew heins
CRIM,3327,0W1,,5,1,4,6,6,1,5,1,,1,1,5,0,"Huskey, Michael",,,,,,mxh160630,michael huskey
ACCT,4336,001,6,3,6,2,5,4,5,5,,,,,,0,"Bowen, Richard M","Wilson, Ravin M",,,,,rxb073100,richard bowen
FIN,3305,501,4,9,3,9,3,1,4,2,,1,,,,0,"DeCourcy, George A",,,,,,gad075000,george decourcy
FIN,6301,001,,5,7,9,5,2,2,2,,,,,2,2,"Xu, Yexiao","Kim, Sang Hyun",,,,,yexiaoxu,yexiao xu
ITSS,4301,501,3,6,6,5,4,4,2,2,2,,,,1,1,"Hagen, John C","Rajendran, Adityan",,,,,jch013200,john hagen
MKT,3300,0E1,,9,11,7,5,3,,,,,,,1,0,"Meda, Edward","Shah, Nikhil","Mostafa, Ahmed H",,,,exm150330,edward meda
MKT,4330,001,3,11,7,8,3,2,1,1,,,,,,0,"Pacyna, Sandra",,,,,,sxp158130,sandra pacyna
MKT,4331,001,2,14,3,1,9,2,1,1,,,,,1,2,"Dover, Howard F",,,,,,hfd021000,howard dover
MKT,6352,501,,8,9,9,5,4,,,,,,,,1,"Friedman, Joshua B","Mostafa, Ahmed H",,,,,jxf172130,joshua friedman
BIOL,3455,302,3,4,6,4,1,3,3,5,1,,1,1,,4,"Ramirez, Ruben D",,,,,,rdr092000,ruben ramirez
BIOL,3456,301,1,9,3,6,2,3,2,5,4,1,,,,0,"Yu, Wen H","Sarcar, Subha N","Jia, Kun",,,,why061000,wen yu
BIOL,3456,302,3,11,3,5,1,2,1,1,2,1,,2,4,0,"Yu, Wen H","Sarcar, Subha N","Jia, Kun",,,,why061000,wen yu
BIOL,3456,303,2,8,4,1,2,4,6,1,3,1,,1,1,2,"Yu, Wen H","Li, Yibo","Venkitapathi, Sundharamani",,,,why061000,wen yu
BIOL,3456,304,2,4,8,7,1,5,1,1,1,1,2,1,2,0,"Yu, Wen H","Li, Yibo","Venkitapathi, Sundharamani",,,,why061000,wen yu
BIOL,4385,001,,18,6,2,5,1,1,2,,,,,,1,"Murchison, David F",,,,,,dfm100020,david murchison
NATS,1101,002,25,5,1,1,1,,,,,,,,3,0,"Goeckner, Matthew",,,,,,goeckner,matthew goeckner
NATS,1101,007,20,7,5,1,,,,1,,,1,,1,0,"Biewer, Michael C",,,,,,biewerm,michael biewer
NATS,1101,013,15,16,2,1,2,,,,,,,,,0,"Biewer, Michael C",,,,,,biewerm,michael biewer
NATS,1101,017,22,11,,1,1,,,,,,,,1,0,"Elgin, Linda",,,,,,lxe120930,linda elgin
NATS,1101,021,22,10,2,1,1,,,,,,,,,0,"Hill, Victoria",,,,,,vxh190004,victoria hill
NATS,1101,022,19,8,6,,2,,1,,,,,,,0,"Hill, Victoria",,,,,,vxh190004,victoria hill
NATS,1101,023,24,5,3,1,1,1,,1,,,,,,0,"Elgin, Linda",,,,,,lxe120930,linda elgin
CS,6326,001,,14,6,2,12,1,,1,,,,,,0,"Cole, John","Benton, Samuel D",,,,,jxc064000,john cole
MECH,3305,002,5,8,8,3,3,2,2,2,1,,,,,2,"Tadesse, Yonas T","Karami, Farzad",,,,,ytt110030,yonas tadesse
NATS,1101,010,15,15,5,,,,,,,,,,,0,"Geissman, John W","Johnson, Samuel P",,,,,jwg102020,john geissman
AHST,4342,001,,8,5,6,6,4,2,3,,,,,2,1,"Terranova, Charissa",,,,,,cxt074100,charissa terranova
LIT,3300,001,,20,7,5,4,1,,,,,,,,0,"Towner, Theresa",,,,,,tmtowner,theresa towner
PHIL,3323,001,1,10,9,3,7,,,,,1,,,4,2,"Davies, Katherine",,,,,,kxd180013,katherine davies
CE,3310,002,1,9,3,4,4,4,3,5,2,,,,2,0,"Pourkamali, Siavash","Palit, Prithviraj","Sheikhlari, Sepehr",,,,sxp124631,siavash pourkamali
CS,3162,093,12,12,4,2,,5,1,1,,,,,,0,"DeGroot, Doug",,,,,,dxd180020,doug degroot
CS,6363,501,,15,4,2,7,4,1,3,,,,,1,0,"Daescu, Ovidiu","Weinzierl, Maxwell A",,,,,daescu,ovidiu daescu
MECH,3105,102,2,8,3,6,8,5,,,,2,,1,1,1,"Rios, Oziel","Sadeh, Sepehr",,,,,oxr106020,oziel rios
CRIM,3303,001,1,5,11,2,8,5,3,,1,,,,1,0,"Gammell, Sarah P",,,,,,spg160530,sarah gammell
ECON,2302,501,2,4,1,3,6,4,5,6,,,3,,1,2,"Shi, Tianjian",,,,,,txs142330,tianjian shi
ECON,3311,001,2,16,2,1,6,2,2,2,,,1,,2,1,"Grover, William C",,,,,,wcg071000,william grover
ECON,4340,001,5,14,1,4,3,,3,5,,,1,,1,0,"Andrews, Rodney J","Bing, Yuanchen",,,,,rja091000,rodney andrews
ECON,4360,001,8,8,2,3,3,,3,2,2,3,2,,1,0,"Siqueira, Kevin J","Nguyen, Hien T",,,,,kjs064000,kevin siqueira
ACCT,3341,001,2,6,7,5,4,2,4,2,2,,1,,,2,"Janakiraman, Surya","Zhang, Yang",,,,,suryaj,surya janakiraman
BPS,4305,004,,9,7,5,5,8,,1,1,,,,1,0,"Kwon, Jung-Hyun",,,,,,,jung hyun kwon
BUAN,6337,0W1,,9,5,13,5,,,2,,,,,,3,"Subramanian, Upender","Saremi, Ehsan","Lee, Ga Hyun",,,,uxs092000,upender subramanian
BUAN,6356,005,,14,8,6,,3,2,2,,,,,2,0,"Thouin, Mark","Rajput, Vishakha Prakash",,,,,mxt083000,mark thouin
ENTP,6370,0W1,,4,11,6,11,4,,,,,,,,1,"Kimzey, Jackie","Saini, Aditya",,,,,jxk092000,jackie kimzey
FIN,3390,002,5,6,,3,4,2,1,2,2,2,3,2,2,3,"El-Ashmawi, Amal H","Nguyen, Hung X",,,,,ahe013000,amal el ashmawi
MATH,2370,002,5,9,5,4,2,,1,3,4,1,,1,1,1,"Garrett, Bentley T","Kozareva, Tamara",,,,,btg032000,bentley garrett
MATH,2414,013,,3,2,4,6,1,2,4,5,,1,1,7,1,"Zhang, Yi",,,,,,,yi zhang
MATH,2417,009,7,2,6,1,3,4,1,1,7,,,1,3,1,"Ding, Hui",,,,,,hxd162130,hui ding
NATS,1101,001,29,3,1,1,2,,,1,,,,,,0,"Goeckner, Matthew",,,,,,goeckner,matthew goeckner
NATS,1101,004,23,12,,,1,,,,,,1,,,0,"Biewer, Michael C",,,,,,biewerm,michael biewer
NATS,1101,005,31,2,1,,,,1,,1,,,,1,0,"Biedebach, Jacob",,,,,,jxb190024,jacob biedebach
NATS,1101,006,16,10,3,,4,1,,,2,,,,1,0,"Biewer, Michael C",,,,,,biewerm,michael biewer
NATS,1101,009,,33,,2,1,,,1,,,,,,0,"Meedel, Jennifer",,,,,,jxm168030,jennifer meedel
NATS,1101,012,17,15,3,1,1,,,,,,,,,0,"Biewer, Michael C",,,,,,biewerm,michael biewer
ACN,6341,0W1,1,35,1,,,,,,,,,,,0,"Orrick, Erika D",,,,,,edo042000,erika orrick
OB,6301,XS1,,15,19,1,1,,,,,,,,1,0,"Hicks, Jeffrey N",,,,,,jnh061000,jeffrey hicks
ATCM,1100,005,26,3,4,,,3,,,,,,2,,0,"Camacho, Christopher J","Beverly, Diamond E","Flores, Carlin E",,,,cjc043000,christopher camacho
ACN,6346,001,,25,4,2,1,2,1,,,,,,,3,"Thompson, Lucien",,,,,,tres,lucien thompson
PSY,4323,001,4,3,2,7,5,6,3,4,,2,,,1,1,"Park, Jiyoung",,,,,,jxp176330,jiyoung park
PSY,4344,001,14,11,5,1,1,5,1,,,,,,,0,"Ward, Felicia",,,,,,few160030,felicia ward
BMEN,2320,002,11,5,1,3,4,3,1,1,2,4,1,,2,0,"Fey, Nicholas","Childress, Joshua",,,,,nxf160530,nicholas fey
CE,4348,501,,10,,,12,,,15,,,,,1,0,"Goodrum, Richard A","Eltigani Osman Abaker, Mohamedelfatih",,,,,rag150330,richard goodrum
CS,1337,001,7,5,8,5,1,1,1,1,3,,3,,3,0,"Dollinger, Scott M",,,,,,smd013000,scott dollinger
CS,4337,001,12,3,3,3,6,3,2,,1,,,,4,1,"Karami, Gity","Wang, Yigong",,,,,gxk180009,gity karami
CS,6314,001,,18,10,8,1,,,1,,,,,,0,"Yuruk, Nurcan","Yadlapalli, Yaswanth",,,,,nxy140530,nurcan yuruk
MECH,2340,001,17,12,4,4,1,,,,,,,,,0,"Fey, Ann Majewicz","Madera, Jonathan","Zheng, Yi",,,,axm141231,ann majewicz fey
MECH,3105,101,3,9,6,4,6,5,,,3,,,1,,1,"Rios, Oziel","Sadeh, Sepehr",,,,,oxr106020,oziel rios
ECON,4302,001,4,6,6,5,3,8,3,1,,,1,,1,0,"Giertz, Seth","Yue, Wanwan","Choi, Soohyun",,,,sxg154831,seth giertz
ECON,4310,001,2,7,1,6,18,,2,,,,,,,2,"Arce, Daniel G",,,,,,dga071000,daniel arce
HLTH,4306,001,10,4,8,1,2,8,1,1,,,1,2,,0,"Savard, Ryan R",,,,,,rrs170330,ryan savard
ACCT,3350,002,12,3,3,2,5,1,1,3,,2,4,1,1,0,"Gamino, John P",,,,,,jpg140630,john gamino
ACCT,4334,501,,9,,,13,,,13,,,1,,,2,"Linsteadt, Chris C","Sauer, Ashlyn M",,,,,ccl019000,chris linsteadt
ACCT,6301,XS1,,6,14,9,5,4,,,,,,,,0,"Ali, Ashiq","Nathan, Brad",,,,,axa042200,ashiq ali
BA,1100,016,,8,,,2,,,3,,,4,,21,0,"Henderson, Tom",,,,,,txh093000,tom henderson
BUAN,6335,501,,33,4,,,,,,,,,,,1,"Narayan, Ravishankar L","Kasturi, Sai Nikhilesh",,,,,rln130030,ravishankar narayan
BUAN,6357,002,,6,10,8,7,6,,,,,,,,1,"Chatterjee, Sourav","Mehta, Sameer","Rajendran, Adityan",,,,sxc180075,sourav chatterjee
FIN,3320,010,2,4,2,8,,3,4,2,2,2,4,,4,1,"Cordell, David M","Abondo Otounga, Tomy Shelby J",,,,,dmc012300,david cordell
FIN,3350,002,1,3,15,2,5,6,2,2,,,1,,1,0,"Anderson, Frank W",,,,,,fwa012000,frank anderson
FIN,4300,003,,8,1,1,6,2,2,7,,,6,2,3,0,"Wei, Kelsey D","Lee, Pil-Seng",,,,,kdw061000,kelsey wei
FIN,6310,501,,13,5,9,7,2,,,,,,,1,1,"Xu, Yexiao","Kim, Sang Hyun",,,,,yexiaoxu,yexiao xu
IMS,3310,HON,5,5,4,18,4,1,,1,,,,,,0,"Hazzard, Charles F","Mohod, Vaishnavi A",,,,,cxh056000,charles hazzard
IMS,6304,501,,17,,1,20,,,,,,,,,0,"Peng, Mike","Neumannova, Anita",,,,,mxp059000,mike peng
ITSS,4343,001,1,3,5,5,14,3,4,,,,2,,,1,"Subramoniam, Ramesh","Pandita, Binny",,,,,rxs179630,ramesh subramoniam
MECO,6303,XS1,,9,15,4,4,3,2,1,,,,,,0,"Kiser, Stephen L","Kadiwala, Shermin R",,,,,slk012100,stephen kiser
MIS,6302,0W1,,11,20,6,,,,1,,,,,,0,"Majumdar, Sumit K","Mishra, Sailendra P",,,,,skm021100,sumit majumdar
MIS,6330,001,,14,9,14,1,,,,,,,,,0,"Lahiri, Atanu","Kapadia, Hemanshu M",,,,,axl144730,atanu lahiri
MIS,6356,502,,10,7,7,11,2,1,,,,,,,0,"Chatterjee, Sourav","Jadhav, Sharvari Vikas",,,,,sxc180075,sourav chatterjee
MKT,4330,0W2,5,4,6,3,4,5,,1,,4,,3,2,1,"Edsel, Alexander D",,,,,,ade012000,alexander edsel
MKT,4380,002,2,31,3,,1,,,,,,,,1,0,"Haworth, Julie B",,,,,,haworth,julie haworth
MKT,6342,501,,15,6,9,8,,,,,,,,,0,"Kavanaugh, Jeff L",,,,,,jlk160030,jeff kavanaugh
OPRE,6301,XS1,,22,6,3,3,3,,1,,,,,,0,"Bush, Rhonda L",,,,,,,rhonda bush
BIOL,2111,008,5,7,1,4,4,2,,8,2,2,1,1,1,0,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,3355,502,18,12,1,,4,2,,,,,1,,,0,"Sapozhnikov, Ilya",,,,,,isapoz,ilya sapozhnikov
MATH,2413,029,2,,3,5,3,2,3,2,1,2,4,2,7,2,"Chika, Charles E",,,,,,cec140330,charles chika
MATH,2417,005,8,2,,5,4,3,,1,3,,1,1,10,0,"Ahsan, Mohammad K",,,,,,mka120030,mohammad ahsan
STAT,4351,502,12,6,2,1,3,3,2,,,,4,,4,1,"Tang, Chuan-Fa","Koshevnik, Yuly","Zhou, Qinyi",,,,cxt190011,chuan fa tang
ARHM,3342,002,2,13,11,3,4,,1,1,1,,,,2,0,"Pfister, Debra H",,,,,,dhpf,debra pfister
BIOL,3101,007,,2,5,2,3,5,4,10,5,1,,,1,0,"Dejong, Jeff L","Smith, Patrick R",,,,,dejong,jeff dejong
ECON,3310,002,11,10,,2,6,1,1,4,,2,,,,1,"Andrews, Rodney J","Bing, Yuanchen",,,,,rja091000,rodney andrews
ACCT,4337,501,,7,8,7,7,2,1,5,1,,,,,0,"Richards, James R",,,,,,jrr013500,james richards
BUAN,6312,0W1,,8,5,6,5,9,3,2,,,,,,0,"Blueshtein, Moran","Smith, Jake A","Chen, Chuang",,,,mxb135230,moran blueshtein
BUAN,6398,003,,18,1,3,6,2,2,6,,,,,,0,"Alimirzaei, Athena","Gorantla, Pavan Sai Krishna C",,,,,axa134231,athena alimirzaei
FIN,3390,501,1,8,,1,3,2,1,4,4,3,1,3,2,5,"El-Ashmawi, Amal H","Nguyen, Hung X",,,,,ahe013000,amal el ashmawi
FIN,4300,001,,7,,3,6,,3,6,1,,6,3,3,0,"Wei, Kelsey D","Lee, Pil-Seng",,,,,kdw061000,kelsey wei
ATCM,3380,001,,3,6,8,10,4,3,2,1,1,,,1,0,"Bell, Elizabeth A","Whitlock, Kathryn",,,,,,elizabeth bell
BBSU,1100,001,21,4,3,2,1,4,,1,1,,,,1,1,"Flowers, Ashley S",,,,,,,ashley flowers
BBSU,1100,011,6,10,9,3,2,3,2,1,2,1,,,,0,"Ritchie, Kathleen",,,,,,kxr180017,kathleen ritchie
BBSU,1100,012,3,12,8,2,1,4,2,3,,1,,3,,0,"Ritchie, Kathleen",,,,,,kxr180017,kathleen ritchie
NSC,4366,002,7,6,2,1,4,2,1,6,2,1,2,,4,1,"Taylor, Anna M",,,,,,amt180004,anna taylor
CS,3354,0W1,3,9,4,7,11,2,1,2,,,,,,0,"Kumar, Pushpa S","Haque, Wasif A",,,,,pkumar,pushpa kumar
CS,6349,001,,10,9,7,9,2,1,,,,,,,1,"Sarac, Kamil","Garg, Srishti",,,,,kxs028100,kamil sarac
CS,6385,001,,24,5,2,7,,,,,,,,,1,"Farago, Andras","Duan, Jun",,,,,farago,andras farago
EE,4340,001,2,15,1,5,5,2,2,2,4,,,,,1,"Ma, Dongsheng","Du, Lixiong",,,,,dxm101000,dongsheng ma
MECH,3150,102,1,14,15,6,,2,,,1,,,,,0,"Park, Wooram","Ahsan, Faraz",,,,,wxp103020,wooram park
ECON,3310,501,7,1,3,2,1,3,4,3,3,3,4,2,2,1,"Ramezani, Rasoul",,,,,,rxr145930,rasoul ramezani
HLTH,1301,0W1,,2,11,7,4,3,3,2,2,1,1,,2,1,"Baetge, Claire",,,,,,cxb170330,claire baetge
ISIS,4304,001,,6,3,10,7,3,3,3,,1,1,,2,0,"Werhnyak, Larissa",,,,,,lxw163630,larissa werhnyak
ACCT,6344,001,,12,4,10,12,,,,,,,,,1,"Bowen, Richard M","Wilson, Ravin M",,,,,rxb073100,richard bowen
ACCT,6373,501,,16,,3,19,,1,,,,,,,0,"Karnuta, Daniel","Nunez, Belinda A",,,,,dxk173030,daniel karnuta
BA,1320,001,2,5,3,7,8,5,2,1,3,,2,,1,0,"Blueshtein, Moran","Chen, Chuang","Smith, Jake A",,,,mxb135230,moran blueshtein
BUAN,6341,0W1,,17,8,11,1,2,,,,,,,,0,"Sohaee, Nassim","Patil, Suhas",,,,,nxs045000,nassim sohaee
BUAN,6356,501,,12,10,6,4,2,,1,,,,,2,2,"Parker, Jason A","Rawat, Manavi",,,,,jap090020,jason parker
FIN,3390,004,15,2,4,4,1,3,1,2,6,,,,1,0,"Kaur, Dupinderjeet","Malhotra, Varda",,,,,dxk110730,dupinderjeet kaur
FIN,6307,501,,14,6,5,4,3,4,,,,,,,3,"Ma, Liping","Zhang, Xiang",,,,,lxm133730,liping ma
MKT,4350,001,4,4,5,6,10,7,1,,,,,,2,0,"Biswas, Abhijit","Iyer, Smruti Viswanath","Shetty, Reema R","Kulkarni, Chinmayi S",,,axb019100,abhijit biswas
MKT,6301,501,,11,5,12,8,2,1,,,,,,,0,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam
MKT,6330,0W1,,9,10,12,5,,1,1,,,,,,1,"Biswas, Abhijit","Iyer, Smruti Viswanath","Kulkarni, Chinmayi S",,,,axb019100,abhijit biswas
OPRE,3320,001,5,6,,8,7,,5,3,,,,,5,0,"Mozik, Vince C","Vu, Duc D",,,,,vcm170130,vince mozik
BIOL,3161,011,6,7,9,2,1,5,,,1,3,2,1,1,1,"Liu, Li","Spiro, Stephen","Marsh, Robert","Gavva, Sandhya R",,,lliu,li liu
CHEM,3341,001,,4,2,,2,5,,4,4,,6,3,7,2,"Balkus, Kenneth",,,,,,balkus,kenneth balkus
MATH,1325,013,4,11,4,,2,5,2,4,4,,,1,2,0,"Duruoha, Adannah",,,,,,axd180037,adannah duruoha
ARHM,3342,501,9,4,11,8,2,,1,1,,,,,3,0,"Pfister, Debra H",,,,,,dhpf,debra pfister
BIOL,3101,006,2,4,1,1,7,4,5,4,5,1,1,,2,2,"Dejong, Jeff L","Smith, Patrick R",,,,,dejong,jeff dejong
FIN,3300,001,,6,,,19,,,8,,,4,,,2,"Lynch, Julie",,,,,,jxl180030,julie lynch
BIOL,5420,001,,6,,,20,,,8,,,,,5,0,"Campbell, Zachary","Kim, Tae Hoon","Spiro, Stephen","Reitzer, Lawrence","Sarcar, Subha N","Mehta, Iti",zxc153030,zachary campbell
PHIL,1305,501,4,4,8,7,2,3,,3,,1,1,1,4,2,"Amato, Lawrence A","Fields, Kollin E",,,,,laa062000,lawrence amato
ATCM,3388,001,1,12,7,14,2,2,,1,,,,,1,0,"Lee, Angela M",,,,,,aml140530,angela lee
BBSU,1100,008,21,5,7,2,1,1,2,,1,,,,,0,"Flowers, Ashley S",,,,,,,ashley flowers
BBSU,1100,009,24,3,5,1,1,1,1,1,1,,,1,1,0,"Chavez, Marcos G",,,,,,mxc061200,marcos chavez
CLDP,3362,001,,7,1,3,13,1,,10,2,,1,1,,1,"Mills, Candice M","Wu, Sining",,,,,cxm056000,candice mills
PSY,3392,002,,11,5,2,7,6,2,1,2,,,2,2,0,"Grant, Meridith G","Taylor, Mackenzie B",,,,,mga061000,meridith grant
SPAU,3341,001,,14,4,5,6,7,1,1,,,1,,,1,"Warner-Czyz, Andrea D","Escabi, Celia D",,,,,adw052000,andrea warner czyz
CS,1324,001,3,8,6,4,2,4,5,2,1,1,1,,2,1,"Feng, Ranran",,,,,,rxf090020,ranran feng
CS,1337,504,5,10,4,3,3,2,,2,1,,1,1,4,4,"Perkins, Stephen J",,,,,,sxp127930,stephen perkins
CS,4348,004,3,10,8,,4,1,2,2,2,1,1,,3,3,"Alagar, Sridhar","Wang, Huaduo",,,,,sxa173731,sridhar alagar
CS,6323,001,,31,3,2,1,1,,,,,,,1,1,"Guo, Xiaohu","Wang, Yeqi",,,,,xxg061000,xiaohu guo
CS,6359,001,,25,3,8,2,2,,,,,,,,0,"Nouroz Borazjany, Mehra","Patterson, Zach J",,,,,mxn143230,mehra nouroz borazjany
EE,4363,001,,5,12,15,,8,,,,,,,,0,"Gohil, Ghanshyamsinh","Nguyen, Van Thuan",,,,,gxg172530,ghanshyamsinh gohil
ENGR,3341,008,7,5,7,6,3,3,1,3,1,1,,,3,0,"Myers, Kathleen","Quayum, Ayon",,,,,kxm156530,kathleen myers
MECH,3150,101,2,13,9,4,7,1,1,1,1,,,,1,0,"Park, Wooram","Ahsan, Faraz",,,,,wxp103020,wooram park
MECH,3305,0W1,2,13,13,7,1,2,,,2,,,,,0,"Fadda, Dani Z","Karami, Farzad",,,,,dzf091000,dani fadda
MECH,6303,001,,25,11,3,1,,,,,,,,,0,"Tadesse, Yonas T","Almubarak, Yara",,,,,ytt110030,yonas tadesse
MECH,6318,001,,16,8,9,4,2,1,,,,,,,0,"Zhang, Jie","Liu, Yuanzhi",,,,,jxz156730,jie zhang
GEOG,3357,001,6,8,5,4,3,5,2,2,,1,2,,1,1,"Vakulenko, Irina","Chen, Meifang",,,,,iav081000,irina vakulenko
ACCT,4342,501,1,3,,6,5,8,10,3,,3,,1,,0,"Johnson, Jennifer","Lietha, Cassidy R",,,,,jxj091000,jennifer johnson
BCOM,3100,001,12,8,4,,2,1,2,3,1,,,1,6,0,"Fry, Jennifer L",,,,,,jlf130030,jennifer fry
BCOM,4350,503,,1,1,4,18,4,2,5,1,,2,,,2,"Steadham, Kyle S",,,,,,kss012400,kyle steadham
FIN,3390,003,2,6,,3,5,4,2,8,4,2,,,3,1,"El-Ashmawi, Amal H","Nguyen, Hung X",,,,,ahe013000,amal el ashmawi
FIN,4300,002,,9,,2,6,,1,10,,,4,2,5,1,"Wei, Kelsey D","Lee, Pil-Seng",,,,,kdw061000,kelsey wei
ITSS,4390,001,,13,12,3,9,,,1,,,,,2,0,"Owens, Dawn M",,,,,,dmo130130,dawn owens
MIS,6309,501,,22,7,6,5,,,,,,,,,0,"Islam, Naser","Muthukrishnan, Bharathi",,,,,nxi110630,naser islam
MIS,6344,002,,37,3,,,,,,,,,,,0,"Mohamed, Sherif","Kalita, Sneha D",,,,,,sherif mohamed
MKT,4360,501,19,7,3,2,4,5,,,,,,,,0,"Kulkarni, Madhura",,,,,,mxk170005,madhura kulkarni
OPRE,3333,501,5,5,3,2,6,2,,2,3,2,,4,4,2,"Sajjadi, Reza","Ramakrishnan, Jaishree",,,,,rxs179730,reza sajjadi
OPRE,6301,006,,20,2,5,5,3,2,1,,,,,,2,"Ahadi, Khatereh","Egbedi, Jeffrey C",,,,,kxa180010,khatereh ahadi
BIOL,2111,004,,4,1,1,12,7,1,6,3,2,1,,1,1,"Burr, John G",,,,,,burr,john burr
BIOL,2111,007,3,7,,3,11,4,1,3,2,,3,1,,2,"Burr, John G",,,,,,burr,john burr
BIOL,2111,014,19,5,2,4,1,2,1,2,2,,1,1,,0,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,3101,001,,6,2,5,6,8,3,5,3,2,,,,0,"Dejong, Jeff L","Smith, Patrick R",,,,,dejong,jeff dejong
