Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,NF,CR,I,NC,P,W,instructor_id,instructor_name_normalized
"Porritt, Joseph","Benke, Nicholas P","Aldridge, Donna A","Nazir, Cassini",,,ATCM,2302,004,9,11,1,2,1,,2,1,,,,,1,,,,,,1,daa170730,donna aldridge
"Porritt, Joseph","Benke, Nicholas P","Aldridge, Donna A","Nazir, Cassini",,,ATCM,2302,005,15,7,5,1,,1,,,,,,,,,,,,,0,daa170730,donna aldridge
"Hewitt, Sharon","Porritt, Joseph","Benke, Nicholas P",,,,ATCM,2302,006,8,5,6,2,3,3,,1,,,,1,1,,,,,,0,sxh090220,sharon hewitt
"Hewitt, Sharon","Benke, Nicholas P","Porritt, Joseph",,,,ATCM,2302,501,8,7,3,3,,4,1,1,1,,,,,,,,,,1,sxh090220,sharon hewitt
"Salter, Monika","Narramore, Karyn M",,,,,ATCM,2303,001,19,7,8,4,3,2,1,,1,,,,,,,,,,1,mxs176131,monika salter
"Oropallo, Kara I","Narramore, Karyn M",,,,,ATCM,2303,002,7,7,9,8,5,6,2,1,1,,,,,,,,,,0,kio160030,kara oropallo
"Oropallo, Kara I","Carr, Adam M",,,,,ATCM,2303,501,4,8,9,4,2,5,,,,,,,,,,,,,0,kio160030,kara oropallo
"Oropallo, Kara I","Carr, Adam M",,,,,ATCM,2303,502,11,14,14,4,3,2,,,,,,,,,,,,,0,kio160030,kara oropallo
"Imaoka, Laura",,,,,,ATCM,2320,002,,,5,4,4,4,,,,,,,2,,,,,,1,lxi170030,laura imaoka
"Hall, Phillip",,,,,,ATCM,2305,001,,135,6,,,,,,,,2,,2,,,,,,3,pxh151330,phillip hall
"Scott, Andrew F","Marder, Amanda K",,,,,ATCM,2355,001,1,2,2,2,4,,1,3,,,,,4,,,,,,1,afs140330,andrew scott
"Fitzgerald, Harold E",,,,,,ATCM,2345,001,1,6,6,1,2,2,,,,,,,2,,,,,,1,hxf170830,hal fitzgerald
"Fitzgerald, Harold E",,,,,,ATCM,2345,002,1,8,7,,2,1,,,1,,,,3,,,,,,0,hxf170830,hal fitzgerald
"Fitzgerald, Harold E",,,,,,ATCM,2345,003,,7,9,3,2,2,,,1,,,,,,,,,,1,hxf170830,hal fitzgerald
"Fitzgerald, Harold E",,,,,,ATCM,2345,004,3,4,5,,1,2,1,,1,,,1,,,,,,,1,hxf170830,hal fitzgerald
"Andreen, Michael T","Harper, Richard C","Bernfeld, Luke S","West, Stephen B","Drury, Hannah E",,ATCM,2365,501,,77,,,42,,,12,,,4,,3,,,,,,2,mta072000,michael andreen
"Joyce, Lindsey",,,,,,ATCM,3301,001,2,8,4,1,1,2,,1,,,,,2,,,,,,1,lxj132030,
"Joyce, Lindsey",,,,,,ATCM,3301,002,9,6,4,1,3,1,1,,,,,,,,,,,,0,lxj132030,
"Joyce, Lindsey",,,,,,ATCM,3301,003,4,9,6,2,1,1,,1,,,,,,,,,,,0,lxj132030,
"Joyce, Lindsey",,,,,,ATCM,3301,004,12,6,3,1,1,1,,,,,,,,,,,,,0,lxj132030,
"Fechter, Todd A",,,,,,ATCM,3309,001,2,6,6,1,5,,,,,,,,,,,,,,0,taf051000,todd fechter
"Nielsen, Christina R",,,,,,ATCM,3330,001,,5,10,5,2,2,,1,,,,,,,,,,,0,crn022000,christina nielsen
"Nielsen, Christina R",,,,,,ATCM,3330,002,,12,8,4,4,,,1,,,,,,,,,,,0,crn022000,christina nielsen
"Drogos, Kristin L",,,,,,ATCM,3385,001,,7,5,3,4,5,1,2,1,,1,1,,,,,,,0,kld140230,kristen drogos
"Andreen, Michael T",,,,,,ATCM,4376,001,,10,18,,,,,1,,,,,,,,,,,0,mta072000,michael andreen
"Nielsen, Christina R",,,,,,ATCM,4397,002,1,3,4,1,5,2,1,,,,,1,,,,,,,0,mxs176131,monika salter
"Lewis, Timothy M",,,,,,ATCM,4397,004,1,2,4,4,3,1,3,,1,,,,1,,,,,,0,tml062000,timothy lewis
"Hall, Phillip",,,,,,ATCM,4397,005,,6,,,4,,,,,,1,,,,,,,,0,tml062000,timothy lewis
"Miller, Van S",,,,,,NSC,4350,001,2,7,1,2,3,1,,1,1,,4,,2,,,,,,1,vxm077000,van miller
"Christopher, Timothy V",,,,,,ATCM,1100,007,,13,4,,4,1,,1,,,,1,8,,,,,,1,khimbar,timothy christopher
"Christopher, Daedra","Larson, Sarah R","Nazir, Cassini",,,,ATCM,2301,001,2,4,8,4,2,3,1,1,1,1,,,1,,,,,,0,dxe093020,daedra christopher
"Christopher, Daedra","Larson, Sarah R","Nazir, Cassini",,,,ATCM,2301,002,1,9,10,2,4,1,,1,1,,,,1,,,,,,0,dxe093020,daedra christopher
"Christopher, Daedra","Larson, Sarah R","Nazir, Cassini",,,,ATCM,2301,003,4,14,2,2,1,2,1,1,,,,1,1,,,,,,1,dxe093020,daedra christopher
"Naz, Asma","Nazir, Cassini",,,,,ATCM,2301,004,1,11,7,2,1,1,,,,,3,,2,,,,,,0,axn094120,asma naz
"Naz, Asma","Nazir, Cassini",,,,,ATCM,2301,005,1,10,5,3,4,1,1,2,,,2,,,,,,,,0,axn094120,asma naz
"Lester, Paul","Nazir, Cassini",,,,,ATCM,2301,006,,7,,,17,,,2,,,,,,,,,,,3,pxl152030,paul lester
"Lester, Paul","Nazir, Cassini",,,,,ATCM,2301,501,,11,,,12,,,4,,,,,2,,,,,,0,pxl152030,paul lester
"Naz, Asma","Nazir, Cassini",,,,,ATCM,2301,502,3,8,8,1,2,3,,,,,,1,2,,,,,,1,axn094120,asma naz
"Camacho, Christopher J",,,,,,ATCM,3305,001,1,1,2,3,3,2,2,2,6,3,1,,3,,,,,,0,cjc043000,christopher camacho
"Hall, Phillip",,,,,,ATCM,3305,002,,9,7,,7,1,,3,,,1,,1,,,,,,0,pxh151330,phillip hall
"Boyd, Elizabeth",,,,,,ATCM,3306,001,1,,2,6,2,2,1,3,3,2,1,1,4,,,,,,2,esp041000,elizabeth boyd
"McCord, Peter A",,,,,,ATCM,3306,002,,1,3,1,2,6,,2,2,,1,,6,,,,,,5,pam062000,peter mccord
"Taylor, Kevin R",,,,,,ATCM,3306,501,,1,,1,,2,1,1,,1,,1,9,,,,,,3,krt052000,
"McCord, Peter A",,,,,,ATCM,3307,001,,1,6,1,7,3,2,2,2,,1,,1,,,,,,3,pam062000,peter mccord
"McCord, Peter A",,,,,,ATCM,3307,002,,,2,6,6,3,3,1,,2,3,,1,,,,,,2,pam062000,peter mccord
"Camacho, Christopher J",,,,,,ATCM,3308,001,2,7,,3,3,2,,2,2,,,,5,,,,,,0,cjc043000,christopher camacho
"Camacho, Christopher J",,,,,,ATCM,3308,002,1,4,1,1,,1,,,,1,1,,4,,,,,,0,cjc043000,christopher camacho
"Banner, Olivia P",,,,,,ATCM,3321,001,,11,6,4,7,2,,,,,,,,,,,,,0,opb140030,olivia banner
"Starzer, Kenneth W",,,,,,ATCM,3335,001,3,5,5,6,3,4,1,1,1,,,,,,,,,,0,kws042000,ken starzer
"Maxwell, Chelsea L",,,,,,ATCM,3337,501,2,3,6,1,1,,1,1,,,,1,1,,,,,,0,clg093020,
"Camacho, Christopher J",,,,,,ATCM,3338,001,8,4,6,1,4,2,,,,,1,,1,,,,,,1,cjc043000,christopher camacho
"Chandler, Adam W",,,,,,ATCM,3338,002,1,4,8,1,5,3,,,3,,1,1,,,,,,,2,awc051000,adam chandler
"Minnish, Roxanne W",,,,,,ATCM,3340,001,4,12,2,5,3,2,,,1,,,,,,,,,,1,rwm061000,roxanne minnish
"Minnish, Roxanne W",,,,,,ATCM,3340,002,8,13,2,4,2,,1,,,,,,,,,,,,0,rwm061000,roxanne minnish
"Minnish, Roxanne W",,,,,,ATCM,3340,003,10,11,4,1,2,,,,,,,,,,,,,,0,rwm061000,roxanne minnish
"Dowling, Patrick G",,,,,,ATCM,3350,001,,27,1,,,,,,,,,,1,,,,,,0,pdd091000,patrick dowling
"Stephens, Michael H",,,,,,ATCM,3350,501,1,13,5,1,1,,,,,,,,,,,,,,0,mhs083000,
"Stephens, Michael H",,,,,,ATCM,3350,502,3,19,1,,,,,,1,,1,,,,,,,,0,mhs083000,
"Dowling, Patrick G",,,,,,ATCM,3350,503,,22,,,,,,,,,,,,,,,,,0,pdd091000,patrick dowling
"Wu, Hong An",,,,,,ATCM,3366,001,2,5,5,1,1,2,1,,,1,,,3,,,,,,0,hxw173930,hong wu
"Chandler, Adam W",,,,,,ATCM,3367,001,1,2,3,3,4,10,1,2,1,,,,2,,,,,,1,awc051000,adam chandler
"Billingslea, Steven L",,,,,,ATCM,3367,501,7,7,5,4,2,1,,,1,,,,1,,,,,,1,slb073000,steven billingslea
"Chandler, Adam W",,,,,,ATCM,3368,001,1,1,4,2,3,1,,1,9,,,2,2,,,,,,3,awc051000,adam chandler
"Koknar, Cenk",,,,,,ATCM,3368,002,,1,3,4,4,3,,2,2,1,1,,6,,,,,,0,cxk151530,
"Evans, Monica J",,,,,,ATCM,3369,001,,11,2,1,2,,,,3,,,,,,,,,,0,mevans,monica evans
"Lewis, Timothy M",,,,,,ATCM,3370,001,,3,3,2,4,5,2,1,2,,,,1,,,,,,1,tml062000,timothy lewis
"Wu, Wei L","Yuan, Jing",,,,,CS,6360,005,,11,11,10,6,,,,,,,,,,,,,,0,wxw020100,weili wu
"Huynh, Dung T","Dhoked, Sahil",,,,,CS,6363,008,,8,4,2,1,,,,,,,,,,,,,,0,huynh,dung huynh
"Ruozzi, Nicholas R","Xiong, Hao",,,,,CS,6375,005,,12,9,6,3,4,1,,,,,,2,,,,,,1,nrr150130,nicholas ruozzi
"Lewis, Timothy M",,,,,,ATCM,3370,002,1,2,5,4,3,2,2,1,2,1,,,2,,,,,,1,tml062000,timothy lewis
"Hall, Phillip",,,,,,ATCM,4305,001,,1,4,1,4,3,,,,,,,,,,,,,0,pxh151330,phillip hall
"Boyd, Elizabeth",,,,,,ATCM,4306,001,,,2,7,5,2,,,2,,1,,,,,,,,2,esp041000,elizabeth boyd
"Farrar, Eric T",,,,,,ATCM,4308,001,,2,1,1,3,2,1,1,,1,,,,,,,,,0,etf091000,eric farrar
"Kitagawa, Midori",,,,,,ATCM,4310,001,4,5,3,3,2,,,1,,,,,,,,,,,0,mxk047100,
"Burrough, Xtine",,,,,,ATCM,4330,001,,12,7,2,4,1,1,2,,,,,,,,,,,1,cxb153930,xtine burrough
"Nazir, Cassini",,,,,,ATCM,4337,001,2,14,10,2,2,,,,,,,,,,,,,,0,cassini,cassini nazir
"Stewart, Michael C",,,,,,ATCM,4365,001,,1,2,,2,2,1,1,1,,1,1,3,,,,,,4,mxs128231,michael stewart
"Naasz, Jacob C",,,,,,ATCM,4365,002,1,5,5,3,,2,,,,,,,,,,,,,1,jcn042000,
"Christopher, Timothy V",,,,,,ATCM,4365,003,,5,5,2,3,1,,,1,,1,,1,,,,,,0,khimbar,timothy christopher
"Miller, James W",,,,,,MATH,1325,013,4,2,8,9,,8,3,3,2,2,2,,2,,,,,,1,jwm170630,james miller
"Zhou, Dian","Buck, Prashant C",,,,,CE,3120,107,,11,,,5,,,1,,,,,3,,,,,,0,zhoud,dian zhou
"Shekhar, Gaurav","Murugan, Aravind Vasu",,,,,MIS,6309,502,,8,16,23,5,,1,,,,,,,,,,,,0,gxs150130,gaurav shekhar
"Ahmed, Zulfi S",,,,,,MIS,6333,001,,16,,,,,,,,,,,,,,,,,0,zsa170330,zulfi ahmed
"Huisman, Ingrid",,,,,,ED,4344,502,2,2,5,5,4,,1,,,,1,,,,,,,,0,ibh013000,ingrid huisman
"Saenz, Michael A",,,,,,COMM,1315,0H1,7,,,,1,,,,,,,,3,,,,,,0,mas130030,michael saenz
"Brinkley, Dawn Y","Helfers, Samantha",,,,,PSY,2301,004,,30,17,9,15,12,6,11,8,3,1,3,8,,,,,,4,dyb012000,dawn brinkley
"Kane, Heidi S",,,,,,HCS,6376,001,,7,2,1,,,,,,,,,,,,,,,1,hsk140330,heidi kane
"Kane, Heidi S",,,,,,PSYC,6376,001,,1,3,4,1,,,,,,,,,,,,,,0,hsk140330,heidi kane
"Nelson Taylor, Jackie A","Villarreal, Deyaun L",,,,,PSY,3310,002,,14,7,5,7,8,,2,2,1,,,1,,,,,,1,jan110030,jackie nelson
"Nelson Taylor, Jackie A","Villarreal, Deyaun L",,,,,CLDP,3310,002,,5,5,3,1,3,2,,1,,,2,,,,,,,0,jan110030,jackie nelson
"Jang, Youngki",,,,,,ACCT,2301,008,3,3,8,4,12,7,8,7,1,2,,1,1,,,,,,3,yxj131330,youngki jang
"Fey, Ann Majewicz","Kaveh, Orod","Hart, Robert A",,,,MECH,2340,001,2,7,8,2,5,1,,,,1,,4,,,,,,,1,axm141231,
"Friedman, Joshua B",,,,,,MKT,6352,501,,3,12,15,9,,,,,,,,,,,,,,0,jxf172130,
"Bambach, Charles",,,,,,PHIL,3321,001,,9,3,3,2,4,3,1,,,,,1,,,,,,1,cbambach,charles bambach
"Brown, Matthew",,,,,,PHIL,2303,501,2,1,,3,3,6,2,1,1,,1,1,5,,,,,,2,mxb091000,matthew brown
"Amato, Lawrence A",,,,,,PHIL,4340,501,2,7,3,2,3,1,,,,,,,2,,,,,,1,laa062000,lawrence amato
"Roetzel, Natalie J",,,,,,PSCI,4396,HN1,,13,1,,,,,,,,,,,,,,,,0,njr120030,
"Varner, Victor",,,,,,BMEN,6V87,004,,9,,1,,,,,,,,,,,,,,,1,vxv162230,victor varner
"Manton, William I",,,,,,GEOS,5319,001,,2,5,1,,,,,,,,,,,,,,,0,manton,william manton
"Sirsi, Shashank R","Ammanamanchi, Manasvini",,,,,BMEN,3330,502,2,4,6,1,5,,2,,,,2,,,,,,,,0,srs151630,shashank sirsi
"Pacheco, Joe","Polk, Todd W","Upasham, Sayali S",,,,BMEN,4388,006,,2,2,6,,,,,,,,,,,,,,,0,jxp142030,
"Pacheco, Joe","Polk, Todd W","Upasham, Sayali S",,,,BMEN,4388,008,,2,4,3,1,,,,,,,,,,,,,,0,jxp142030,
"Hays, Seth A",,,,,,BMEN,6V87,005,,11,,,,,,,,,,,,,,,,,0,sxh129730,seth hays
"Singh, Harpreet","Busetty, Vishnukanth",,,,,MIS,6344,003,,5,8,5,2,3,,,,,,,,,,,,,0,hxs104000,harpreet singh
"Blueshtein, Moran","Han, Munhee",,,,,MECO,6312,0W1,,,1,3,,2,1,,,,,,,,,,,,1,mxb135230,moran blueshtein
"Blueshtein, Moran","Han, Munhee",,,,,BUAN,6312,0W1,,8,6,8,5,3,,4,,,,,3,,,,,,3,mxb135230,moran blueshtein
"Berardi, Caryn S",,,,,,ACCT,3200,501,12,13,4,,,,,,,,,,,,,,,,0,cds110030,caryn berardi
"Smallwood, Margaret G","Rosillo, Andrea G",,,,,ACCT,3200,001,11,6,7,2,,1,,1,2,,,,,,,,,,0,meg012400,margaret smallwood
"Sluder, Jeanne",,,,,,ACCT,3200,002,6,11,6,2,4,,,,1,,,,1,,,,,,0,jis081000,jeanne sluder
"McCrady, Victoria D",,,,,,ACCT,3200,003,13,3,2,3,4,3,,2,,,,,,,,,,,0,vdm130030,victoria mccrady
"Berardi, Caryn S",,,,,,ITSS,3200,001,18,12,7,2,2,,,,,,,,,,,,,,0,cds110030,caryn berardi
"Berardi, Caryn S",,,,,,ITSS,3200,002,15,12,6,,2,1,2,1,1,,,,,,,,,,0,cds110030,caryn berardi
"Woldu, Habte G","Zhou, Jun",,,,,IMS,6304,501,,5,9,5,3,,,,,,,,,,,,,,1,wolduh,habte woldu
"McLean, Adrienne L",,,,,,FILM,2332,HN1,9,9,4,1,1,,,,,,,,,,,,,,0,amclean,adrienne mclean
"Crook, Kevin R",,,,,,BUAN,6340,001,,22,6,17,16,,,,,,,,,,,,,,1,krc150730,kevin crook
"Sohaee, Nassim","Sorathia, Vashisth",,,,,BUAN,6341,001,,25,5,4,5,3,,,,,,,,,,,,,0,nxs045000,nassim sohaee
"Johnston, Walter L",,,,,,BUAN,6357,001,,31,,,,,,,,,,,,,,,,,0,wlj031000,walter johnston
"Johnston, Walter L",,,,,,BUAN,6357,501,,40,,1,,,,,,,,,,,,,,,0,wlj031000,walter johnston
"Ho, Karl",,,,,,EPPS,6302,001,,8,,,1,,,,,,,,,,,,,,1,kxh022100,karl ho
"Andreen, Michael T",,,,,,ATCM,3376,001,,5,,,7,,,4,,,1,,1,,,,,,0,mta072000,michael andreen
"Balsamo, Anne","Bell, Elizabeth A",,,,,ATCM,2300,001,4,97,65,40,39,8,7,8,4,3,3,5,10,,,,,,2,axb161831,anne balsamo
"Ratliff, Lauren A","Parker, Misty D",,,,,PSCI,4320,001,8,9,2,3,2,2,,,,,,,,,,,,,2,lar170530,lauren santoro
"Cave, Michael","Sorathia, Vashisth",,,,,BUAN,6340,501,,17,11,6,1,,,,,,,,,,,,,,0,mxc176530,
"Coleman, Amanda R",,,,,,ECS,3390,5H4,,14,2,2,,1,,,,,,,,,,,,,0,axc173630,
"Bell, Elizabeth A",,,,,,ATCM,2380,001,1,3,3,3,4,3,2,3,2,,1,1,2,,,,,,0,lxb032000,elizabeth bell
"Kitagawa, Midori",,,,,,ATCM,3310,001,5,4,4,5,2,,1,1,,,,,2,,,,,,1,mxk047100,
"Sankalia, Jainan S",,,,,,ATCM,3371,501,2,8,3,5,2,,2,3,1,,,,2,,,,,,1,jss051000,jainan sankalia
"Pinkham, Amy E","Chang, Zhengsi",,,,,PSY,4343,002,,12,5,8,8,13,4,15,7,7,4,4,11,,,,,,6,aep140430,amy pinkham
"Bochsler, Daniel C",,,,,,ENTP,6375,0W1,,13,2,1,1,1,,1,,,,,2,,,,,,0,dcb091000,daniel bochsler
"Bochsler, Daniel C",,,,,,MIS,6375,0W1,,7,1,2,,1,1,1,,,,,1,,,,,,1,dcb091000,daniel bochsler
"Bochsler, Daniel C",,,,,,OPRE,6394,0W1,,4,,,2,,,,,,,,,,,,,,0,dcb091000,daniel bochsler
"Li, Yaoyu",,,,,,MECH,5370,001,,10,8,1,,,,,,,,,,,,,,,0,yxl115230,yaoyu li
"Imaoka, Laura",,,,,,ATCM,4326,001,,1,5,5,8,2,,1,,,,,,,,,,,1,lxi170030,laura imaoka
"Imaoka, Laura",,,,,,ATCM,4326,002,,2,5,8,7,4,2,,1,,,,,,,,,,0,lxi170030,laura imaoka
"Mills, Candice M","Gryder, Kieth",,,,,CLDP,3362,001,,10,,3,15,,,7,,,2,,1,,,,,,1,cxm056000,candice mills
"Stapp, Betty C",,,,,,BIS,1100,005,,25,,,,,,1,,,,,,,,,,,0,bcs102020,
"Hoyt, Kenneth L",,,,,,BMEN,6365,501,,21,,,2,,,,,,,,,,,,,,0,klh150530,kenneth hoyt
"Zhang, Chuanwei",,,,,,PHYS,5V48,001,,4,,1,,1,,,,,,,,,,,,,0,cxz124830,chuanwei zhang
"Kuo, Ching-Chung","Ye, Wenhe","Ouseph, Sunil T",,,,BUAN,6398,501,,18,,8,18,3,3,3,,,,,,,,,,,1,cxk162830,
"Sabir, Muhammad F","Sorathia, Vashisth",,,,,BUAN,6341,501,,16,12,10,6,2,3,4,,,,,2,,,,,,1,mfs170430,muhammad sabir
"Elliott, Euel W","Rejepov, Vepa",,,,,GOVT,2306,HN3,,18,5,,,,,,,,,,1,,,,,,0,eelliott,euel elliott
"Wood, Harold G","Porritt, Joseph","Benke, Nicholas P",,,,ATCM,2302,502,,20,4,1,5,,,,,,,,,,,,,,0,hgw021000,harold wood
"Wood, Harold G",,,,,,ATCM,3337,001,,6,6,,,,1,,,,,,,,,,,,0,hgw021000,harold wood
"Minnish, Roxanne W",,,,,,ATCM,3340,004,5,9,8,2,2,1,1,,,,,,,,,,,,2,rwm061000,roxanne minnish
"Marks, David E",,,,,,ATCM,3346,001,,8,15,2,,,,,,,,,,,,,,,0,dem160430,david marks
"Lindsey, Nathan",,,,,,ATCM,3388,001,,12,14,5,5,8,1,1,1,,,,,,,,,,0,nxl170530,nathan lindsey
"McComber, Sean",,,,,,ATCM,4319,001,,4,5,,3,2,1,,,,,,,,,,,,0,sxm129130,sean mccomber
"Hewitt, Sharon",,,,,,ATCM,4350,001,2,4,4,3,2,2,1,,1,,,,,,,,,,1,sxh090220,sharon hewitt
"Lee, Angela M",,,,,,ATCM,4380,001,4,9,8,4,3,1,,,,1,,,,,,,,,0,aml140530,angela lee
"Khan, Halimur",,,,,,ARHM,2344,001,,10,15,8,1,,1,1,,,,,2,,,,,,1,hxk174130,
"Khan, Halimur",,,,,,ARHM,2344,501,,,7,10,1,,,1,,,,,,,,,,,2,hxk174130,
"Sun, Kuei","Agashe, Anish N","Feizi, Wirya",,,,PHYS,1302,501,2,1,3,2,4,3,2,5,4,5,1,,3,,,,,,2,kxs147030,kuei sun
"Minn, Hlaing","Abdelgelil, Mahmoud E",,,,,EESC,6349,002,,6,7,13,8,2,,,,,,,,,,,,,1,hxm025000,hlaing minn
"Candas, Mehmet",,,,,,BIOL,4V00,001,5,9,4,4,2,,,,,,,,,,,,,,0,candas,mehmet candas
"Macalevey, Paul J","Mcgarry, Michael P",,,,,PHYS,2126,605,,18,6,4,1,,,,,,,,1,,,,,,0,paulmac,paul macalevey
"Mazurek, Michael R",,,,,,ARTS,1316,005,,6,5,4,1,1,,,,,,,2,,,,,,0,mrm141130,michael mazurek
"Reddy, Aarthi","Zhang, Chenglong",,,,,BUAN,6357,002,,13,4,,,,,,,,,,1,,,,,,0,axr173631,
"Sapozhnikov, Ilya",,,,,,BIOL,3V00,502,11,14,1,1,,,1,,,,,,2,,,,,,0,isapoz,ilya sapozhnikov
"Palao Mendizabal, Agustin","Stanaland, Leslie",,,,,IPEC,3349,501,,5,2,2,,1,1,1,,,,1,,,,,,,0,axp121731,agustin mendizabal
"Hedlund, Jonas",,,,,,ECON,6301,001,,2,,1,2,4,2,2,,,,,,,,,,,0,jxh180030,jonas hedlund
"Rackley, Audette M",,,,,,COMD,7V89,001,,9,3,,,1,,,,,,,,,,,,1,0,arackley,audette rackley
"Janke, Scott M",,,,,,OPRE,3330,002,1,5,9,7,5,6,1,,,1,,,1,,,,,,0,smj160830,scott janke
"Egan, Terence J",,,,,,OPRE,4330,501,,14,,2,11,,,1,,,,,,,,,,,1,tje130130,terence egan
"Grover, William C",,,,,,ECON,6306,503,,18,3,1,1,,,,,,,,1,,,,,,0,wcg071000,william grover
"Howe, Nate","Guha, Sumalya",,,,,ITSS,4360,001,3,9,10,10,6,7,1,3,,,,,,,,,,,0,nxh141030,nate howe
"Hefley, William E","Pathania, Deepima",,,,,ITSS,4370,002,1,3,4,6,5,2,5,2,6,2,,,2,,,,,,1,weh150130,william hefley
"Miller, Joshua L",,,,,,ATCM,3365,001,,1,1,1,4,4,,1,,,,,,,,,,,1,jlm104020,joshua miller
"Tidwell, Jennifer K",,,,,,ATCM,3365,501,,5,4,1,4,1,,,,,,,,,,,,,0,jkt094020,
"Carr, Adam M","Ferguson, Joanna",,,,,ATCM,4395,501,7,6,10,5,9,2,,1,,,,,1,,,,,,0,jxf172630,adam carr
"Christopher, Timothy V",,,,,,ATCM,6343,001,,8,,,,,,,,,,,,,,,,,0,khimbar,timothy christopher
"Chandler, Adam W",,,,,,ATCM,4367,001,2,1,,4,2,1,2,,2,,,1,2,,,,,,1,awc051000,adam chandler
"Johnson, Casey A",,,,,,ATCM,3311,001,,,1,1,1,2,1,1,,,1,3,1,,,,,,7,caj150430,casey johnson
"Lewis, Timothy M",,,,,,ATCM,4379,002,,6,2,3,3,3,1,,,,,,1,,,,,,0,tml062000,timothy lewis
"Boyd, Elizabeth",,,,,,ATCM,4312,001,,3,8,5,1,1,,,,,,1,,,,,,,0,esp041000,elizabeth boyd
"Carr, Adam M","Henley, Kasey G",,,,,ATCM,4395,502,15,9,6,3,2,1,,,,,,,1,,,,,,0,kxh173030,
"Park, Jiyoung",,,,,,PSY,4323,001,,6,6,5,3,5,5,1,,2,,1,3,,,,,,3,jxp176330,jiyoung park
"Wilson, Shirley S",,,,,,ECS,1100,028,14,9,5,3,1,2,1,,3,1,,1,4,,,,,,3,ssw130030,shirley wilson
"Williams, Jaleah",,,,,,ECS,1100,029,23,13,,3,3,,1,,1,,,1,,,,,,,0,jxw161630,jaleah williams
"Morgan, Barbara",,,,,,ECS,3390,010,1,5,4,2,,4,,1,1,,,,,,,,,,1,bem160830,barbara morgan
"Kamau, Casper",,,,,,PSCI,3351,501,7,2,4,,1,,,,,,,,1,,,,,,0,cxk103120,casper kamau
"Heinz, Annelise M",,,,,,HIST,6325,001,,2,2,1,,,,,,,,,,,,,,,1,amh150930,annelise heinz
"Cready, William M",,,,,,MECO,6320,SS1,,2,5,1,2,,,,,,,,,,,,,,0,wmc041000,william cready
"Watson, John M",,,,,,BPS,7303,SS1,,10,,,,,,,,,,,,,,,,,0,,john watson
"Li, Ningzhong","Sadka, Gil",,,,,ACCT,6V99,SS1,,8,2,,,,,,,,,,,,,,,,0,nxl124130,ningzhong li
"Song, Kaisheng",,,,,,FIN,6306,FS1,,14,1,1,1,,,,,,,,,,,,,,0,,kaisheng song
"Kieschnick, Robert L",,,,,,FIN,6301,FS1,,6,3,2,5,1,,,,,,,,,,,,,0,rkiesch,robert kieschnick
"Scott, James A",,,,,,ACCT,6320,FS1,,3,4,7,3,,,,,,,,,,,,,,0,jas076100,james scott
"Gurun, Umit",,,,,,ACCT,6305,FS1,,10,4,3,,,,,,,,,,,,,,,0,ugg041000,umit gurun
"Wynne, Mark",,,,,,FIN,6325,SS1,,2,4,3,6,,1,1,,,,,,,,,,,1,,mark wynne
"Ma, Liping","El-Ashmawi, Amal H",,,,,FIN,6306,SS2,,10,,,6,,,1,,,,,1,,,,,,0,lxm133730,liping ma
"Xu, Yexiao","Liu, Rui",,,,,FIN,6301,SS1,,4,6,1,3,2,,1,,,,,1,,,,,,0,yexiaoxu,yexiao xu
"Dai, Zhonglan",,,,,,ACCT,6344,SS1,,2,5,8,2,,,,,,,,,,,,,,0,zxd051000,zhonglan dai
"Zhang, Jieying",,,,,,ACCT,6305,SS1,,11,7,,,,1,,,,,,,,,,,,0,jxz146230,jieying zhang
"Durchholz, Matthew",,,,,,SYSM,6301,SS1,,8,4,7,5,,,,,,,,,,,,,,0,mxd165230,matthew durchholz
"Minden, Alixandre R",,,,,,SYSM,6304,SS1,,3,3,1,,,,,,,,,,,,,,,0,arm130430,alixandre minden
"Szot, James",,,,,,SYSM,6311,SS1,,14,8,2,2,,,,,,,,,,,,,,0,,james szot
"Ziegler, Laurie","Li, Jianan",,,,,SYSM,6313,SS1,,12,,1,1,1,,,,,,,,,,,,,0,ziegler,laurie ziegler
"Janakiraman, Surya",,,,,,SYSM,6337,SS1,,4,3,1,1,1,,,,,,,,,,,,,0,suryaj,surya janakiraman
"Terry, Dean",,,,,,ATCM,6322,001,,6,1,,,,,,,,,,,,,,,,0,dxt023000,
"Terry, Dean",,,,,,ATCM,3345,001,2,13,1,,,,,,,,,,,,,,,,0,dxt023000,
"Bush, Rhonda L","Wang, Shouqiang",,,,,OPRE,6301,X01,,9,8,1,1,,,,,,,,,,,,,,1,,rhonda bush
"Hicks, Jeffrey N",,,,,,OB,6301,X01,,8,10,1,,,,,,,,,,,,,,,1,jnh061000,jeffrey hicks
"McNulty, Diane S",,,,,,MAS,6104,X01,,7,4,8,,,,,,,,,,,,,,,1,dmcnulty,diane mcnulty
"Ali, Ashiq","Kale, Devendra",,,,,ACCT,6301,X01,,7,6,,2,2,2,,,,,,,,,,,,1,axa042200,ashiq ali
"Kim, Dohyeong",,,,,,OPRE,6301,CW1,,8,5,2,3,3,,,,,,,,,,,,,2,dxk132530,dohyeong kim
