Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W Total,CR,I,NC,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
CS,2305,001,8,13,15,6,7,7,3,2,2,,,,2,0,,,,,"Moeini, Hessam",,,,,,hxm141530,hessam moeini
ACCT,2302,002,5,5,4,4,16,7,6,6,7,4,1,,,0,,,,,"Li, Meng","Kale, Devendra",,,,,mxl120531,meng li
MECH,4360,001,7,28,,7,8,4,,9,1,1,,,,0,,,,,"Voit, Walter E","Joshi-Imre, Alexandra",,,,,,walter voit
CS,6384,001,,25,12,12,13,3,,,,,,,,0,,,,,"Schweitzer, Haim","Wan, Guihong","He, Baokun",,,,haim,haim schweitzer
CS,6301,502,,20,45,,,,,,,,,,,0,,,,,"Culver, Timothy L","Tran, Trung Hieu","Munia, Munawara Saiyara",,,,tlc130230,timothy culver
ACCT,2302,001,,5,9,6,7,2,9,7,5,9,6,,,0,,,,,"Li, Meng","Kale, Devendra",,,,,mxl120531,meng li
PSY,2317,001,,14,3,5,8,3,6,8,2,2,3,2,6,4,,,,,"Juhn, Nancy H","Carson, Kevin J",,,,,njuhn,nancy juhn
SE,4367,001,3,17,4,4,9,5,5,4,1,3,3,1,7,0,,,,,"Paulk, Mark C","Ahn, Sung Soo",,,,,mcp130030,mark paulk
CS,4347,001,7,19,12,12,6,4,,3,,,1,,2,0,,,,,"Becker, Eric W","Dong, Hailiang",,,,,ewb160130,eric becker
HIST,2301,501,1,14,1,2,12,3,1,14,,1,6,1,10,0,,,,,"Volanto, Keith J","Scalley, Michael W",,,,,kjv062000,keith volanto
CS,3340,001,4,10,4,12,3,3,7,5,8,,1,2,2,6,,,,,"Zhang, Kang",,,,,,kzhang,kang zhang
CS,3377,502,14,9,13,8,5,2,1,2,3,,1,1,3,5,,,,,"Perkins, Stephen J",,,,,,sxp127930,stephen perkins
MATH,2418,001,17,9,5,7,3,11,2,3,3,,2,,2,3,,,,,"Dahal, Rabin",,,,,,rxd153030,rabin dahal
SOC,3333,001,23,12,14,7,1,5,,1,2,1,,,,1,,,,,"Alexander, Bobby","Burger, Charis M",,,,,bcalex,bobby alexander
MIS,6360,001,,29,22,8,4,2,,,,,,,1,1,,,,,"Thouin, Mark","Pearam, Swetha S",,,,,mxt083000,mark thouin
BUAN,6340,002,,51,1,13,2,,,,,,,,,0,,,,,"Parker, Jason A","Parla, Karthik Reddy",,,,,jap090020,jason parker
BUAN,6341,001,,35,22,6,2,2,,,,,,,,0,,,,,"Sohaee, Nassim","Prasad, Pooja",,,,,nxs045000,nassim sohaee
MKT,3300,HON,17,22,19,3,4,2,,,,,,,,0,,,,,"Egeland, Rita E",,,,,,rxb154430,rita egeland
ACCT,2301,501,7,3,2,2,6,4,4,8,3,2,8,,11,8,,,,,"Bowen, Richard M","Walker, Jacob N",,,,,rxb073100,richard bowen
HLTH,3310,001,1,10,18,6,12,7,3,,3,1,,,1,0,,,,,"Duquaine-Watson, Jill M",,,,,,jmw087000,jill duquaine watson
MATH,2418,006,4,7,8,4,7,5,5,7,2,6,3,2,3,4,,1,,,"Zhang, Yi",,,,,,,yi zhang
CS,2305,506,1,12,10,11,4,6,2,2,7,1,3,3,2,4,,,,,"Chin, Wei-Pang",,,,,,wxc180013,wei pang chin
CS,2305,002,10,12,3,2,9,4,2,14,2,,3,2,2,3,,,,,"Farage, Timothy P",,,,,,tfarage,timothy farage
CS,2305,503,5,14,14,11,4,6,1,3,3,,,1,4,2,,,,,"Pinheiro Goncalves Ju, Ronaldo",,,,,,,ronaldo pinheiro goncalves ju
MECH,3360,001,7,11,,7,13,,6,16,,1,2,,4,1,,,,,"Kumar, Golden","Azhiri, Reza B",,,,,gxk180010,golden kumar
MECH,4370,501,4,7,4,7,11,9,12,7,6,,,,,1,,,,,"Lee, Jeong-Bong",,,,,,jblee,jeong bong lee
BUAN,6320,501,,18,8,19,14,7,1,,,,,,,1,,,,,"Scott, James A","Grover, Akshay",,,,,jas076100,james scott
OPRE,3330,001,,56,11,,,,,,,,,,,1,,,,,"Janke, Scott M","Basavaraju, Shashank",,,,,smj160830,scott janke
PHIL,1301,002,9,17,14,6,9,4,3,,,1,2,,2,1,,,,,"Amato, Lawrence A","Fields, Kollin E",,,,,laa062000,lawrence amato
CS,4337,502,2,18,4,5,15,6,4,10,1,2,,,,1,,,,,"Oladimeji, Ebenezer A","Hosseini, Seyyed Mohammadsaleh",,,,,eao015100,ebenezer oladimeji
CS,2305,502,7,26,6,4,2,4,3,4,4,1,4,,2,0,,1,,,"Willson, James K",,,,,,jkw053000,james willson
ITSS,4352,001,3,11,20,7,13,9,5,,,,,,,0,,,,,"Singh, Harpreet","Velugati, Jayanth Reddy",,,,,hxs104000,harpreet singh
CS,6384,002,,27,11,15,14,1,,,,,,,,0,,,,,"Schweitzer, Haim","Wan, Guihong","He, Baokun",,,,haim,haim schweitzer
OPRE,6371,501,,12,21,7,21,2,,4,,,,,1,0,,,,,"Katok, Elena M","Bothra, Shreyansh Arunkumar",,,,,emk120030,elena katok
ACCT,2301,002,,10,5,12,5,12,6,8,6,1,1,,2,0,,,,,"Zhang, Jieying","Holstead, Cameron",,,,,jxz146230,jieying zhang
PSY,4373,501,9,15,11,3,7,7,3,4,4,2,1,,2,0,,,,,"Hafer, Donald G",,,,,,haferd,donald hafer
BMEN,4389,201,,,,,,,,,,,,,,0,,,,,"Polk, Todd W","Pacheco, Joe","Upasham, Sayali S",,,,twp017000,todd polk
PSY,2317,002,,9,5,5,4,8,11,4,2,1,4,2,10,4,,,,,"Juhn, Nancy H","Carson, Kevin J","Zhang, Ziwei",,,,njuhn,nancy juhn
MATH,2415,004,3,5,3,6,6,3,5,11,,,12,,12,3,,,,,"Makhijani, Neha",,,,,,nxm165130,neha makhijani
CS,3305,001,6,7,9,12,13,6,6,2,2,,1,,2,3,,,,,"Feng, Ranran",,,,,,rxf090020,ranran feng
ACCT,2301,004,11,5,6,6,8,5,7,4,3,2,3,1,6,2,,,,,"Files, Rebecca L","Tatiparti, Venu Madhav",,,,,rlf092000,rebecca files
PHIL,1301,001,5,17,9,8,6,7,3,3,2,1,2,,5,1,,,,,"Amato, Lawrence A","del Bosque, Isai",,,,,laa062000,lawrence amato
CS,6320,003,,8,25,20,6,7,2,,,,,,,1,,,,,"Balakrishna, Mithun","Patel, Dhruvkumar R",,,,,mxb026000,mithun balakrishna
ITSS,4353,001,35,31,3,,,,,,,,,,,0,,,,,"Rao, Mukund","Mathur, Nitish",,,,,mxr170008,mukund rao
CS,4391,001,5,9,8,14,11,8,7,1,1,,1,,4,0,,,,,"Maung, Crystal","He, Baokun","Wan, Guihong",,,,ktm016100,crystal maung
CS,6375,003,,39,24,6,,,,,,,,,,0,,,,,"Nagar, Anurag","Hu, Yibo",,,,,axn112530,anurag nagar
ACCT,3332,PPA,3,18,10,4,10,6,4,8,3,,1,2,,0,,,,,"Bortz, Tiffany A","Sarman, Patrick R",,,,,tabortz,tiffany bortz
CRIM,3307,0W1,,45,,,10,,,10,,,2,,2,0,,,,,"Noyes, Michael",,,,,,mxn143130,michael noyes
ACCT,2301,003,6,6,2,6,8,6,10,5,2,6,,2,3,8,,,,,"Zhou, Yibin","Tatiparti, Venu Madhav",,,,,yxz066000,yibin zhou
CS,3340,502,3,6,7,1,13,7,4,9,3,2,,4,8,3,,,,,"Mazidi, Karen J",,,,,,kjm160430,karen mazidi
PSY,4331,001,2,11,14,10,8,2,4,8,2,2,2,,2,1,,2,,,"Prager, Karen",,,,,,kprager,karen prager
CS,4384,503,,9,13,6,4,6,6,9,3,1,2,2,7,2,,,,,"Shields, Charles O","Zi, Yuxin",,,,,cshields,charles shields
HLTH,3301,001,,,8,7,11,13,8,6,7,5,2,1,,2,,,,,"Byrnes, Kathleen A",,,,,,kab019000,kathleen byrnes
CS,4337,001,1,5,8,6,8,7,4,9,8,7,3,3,,1,,,,,"Davis, Chris I","Lozano Carrillo, Juan Camilo",,,,,cid021000,chris davis
CRIM,2317,0W1,30,18,6,3,5,3,2,1,,,,1,,0,1,,,,"Polk, Elmer O","Huskey, Michael",,,,,peo091000,elmer polk
MECH,3310,002,11,9,7,12,18,3,5,3,1,,,,,1,,,,,"Ouyang, Hui","Sarma, Jyotirmoy",,,,,hxo150330,hui ouyang
NSC,4363,001,18,17,4,8,5,4,5,6,,1,1,,,1,,,,,"Thompson, Lucien","Avona, Amanda D",,,,,tres,lucien thompson
ITSS,4352,002,,23,18,10,13,5,,,,,,,,1,,,,,"Mehra, Amit","Agarwala, Neeraj",,,,,axm078200,amit mehra
PSY,4346,001,3,7,,12,21,,6,8,,6,3,,3,1,,,,,"Reid, Jon K",,,,,,jkr150330,jon reid
CS,6350,002,,38,29,3,,,,,,,,,,0,,,,,"Nagar, Anurag","Shams, Shahab","Chung, Yu-Yen",,,,axn112530,anurag nagar
PSY,4343,501,,41,,,25,,,4,,,,,,0,,,,,"Small, Trillion N",,,,,,txs174730,trillion small
CS,6360,002,,26,15,16,5,4,2,2,,,,,,0,,,,,"Yuruk, Nurcan","Haque, Mirazul",,,,,nxy140530,nurcan yuruk
CS,4393,001,,15,10,14,7,3,12,1,4,2,2,,,0,,,,,"Nguyen, Nhut","Chappidi, Sruthi","Chen, Simin","Tran, Trung Hieu","Yu, Xinyue",,nhutnn,nhut nguyen
MIS,6308,001,,12,27,22,4,4,,1,,,,,,0,,,,,"Narasimhan, Prithi","Agrawal, Pulkit",,,,,pxn152330,prithi narasimhan
CS,3377,501,8,11,12,13,3,4,5,4,3,,,,4,4,,,,,"Perkins, Stephen J",,,,,,sxp127930,stephen perkins
CS,1136,103,23,9,3,4,5,7,1,2,4,,3,,8,2,,,,,"Vogel, Don G","Perkins, Stephen J",,,,,dgv130030,don vogel
CS,4349,001,,3,5,4,16,4,13,12,5,4,2,,1,2,,,,,"Daescu, Ovidiu","Weinzierl, Maxwell A",,,,,daescu,ovidiu daescu
MATH,2420,004,8,3,6,12,6,7,11,7,6,,3,,,2,,,,,"Rachinskiy, Dmitry",,,,,,dxr124030,dmitry rachinskiy
CHEM,2324,001,13,23,8,11,7,4,1,,,,,,3,1,,,,,"Wijenayake, Sumudu N",,,,,,snw081000,sumudu wijenayake
CS,3345,004,4,19,20,17,5,4,,,,,1,,1,0,,,,,"Chida, Anjum",,,,,,axc157030,anjum chida
MATH,2419,001,2,3,7,9,10,5,3,8,10,1,1,3,3,5,,2,,,"Miller, James W",,,,,,jwm170630,james miller
CS,4375,501,,4,6,7,10,6,7,4,8,,3,3,10,4,,,,,"Mazidi, Karen J","Sahoo, Pracheta",,,,,kjm160430,karen mazidi
MATH,2415,003,6,12,3,7,17,4,2,5,,,8,,5,3,,,,,"Makhijani, Neha",,,,,,nxm165130,neha makhijani
NSC,3361,003,2,8,20,7,10,6,4,4,2,2,1,3,2,1,,,,,"Raboune, Siham","Alghamdi, Saad A",,,,,sxr180071,siham raboune
CS,1335,002,4,19,4,9,17,4,5,6,,,1,,2,1,,,,,"Doore, Karen L",,,,,,kld054000,karen doore
OPRE,3360,502,,7,11,19,14,5,6,3,3,1,,,2,1,,,,,"Simsek, Ahmet S","Kim, Taehoon",,,,,axs158032,ahmet simsek
OPRE,6302,001,,16,15,28,13,,,,,,,,,0,,,,,"Janakiraman, Ganesh","Manchiraju, Chandrasekhar Seetharama",,,,,gxj091000,ganesh janakiraman
MECH,3351,001,3,17,5,8,18,5,3,5,2,,5,,1,0,,,,,"Griffith, Daniel T","Wang, Yang",,,,,dtg170130,daniel griffith
SPAU,4308,001,,43,,,20,,,6,,,3,,,0,,,,,"Touchstone, Emily W","Boone, Melissa N",,,,,exw010200,emily touchstone
CS,2305,004,1,9,15,6,11,8,4,4,4,1,2,,4,4,,,,,"Chin, Wei-Pang",,,,,,wxc180013,wei pang chin
AMS,2300,002,1,15,14,9,11,5,7,,2,2,1,1,1,4,,,,,"Pogue, Neall W",,,,,,nxp174730,neall pogue
CS,2305,005,1,13,13,9,8,7,2,5,7,,,2,3,3,,,,,"Chin, Wei-Pang",,,,,,wxc180013,wei pang chin
OPRE,3333,006,10,23,9,5,9,4,3,2,4,,1,,1,2,,,,,"Oguzman, Neslihan","Armaghan, Milad",,,,,nxo170830,neslihan oguzman
OPRE,3310,007,1,5,9,4,10,7,6,16,6,,7,,,2,,,,,"Parks, David","Li, Hehe",,,,,dxp153830,david parks
CRIM,4396,0W1,,47,,,19,,,2,,,,,3,2,,,,,"Taylor, Robert W","Yim, Haneul",,,,,rwt092000,robert taylor
OPRE,3360,501,9,8,10,13,12,11,3,,3,,,,2,2,,,,,"Naseri Taheri, Mohammad","Liu, Ritchie",,,,,mxn121930,mohammad naseri taheri
HLTH,3101,0W4,,67,,,3,,,1,,,,,1,1,,,,,"Sandon, Lona",,,,,,lxs095000,lona sandon
BMEN,3330,001,6,19,8,9,5,5,3,8,7,,,1,2,0,,,,,"Sirsi, Shashank R","Quarton, Tyler G",,,,,srs151630,shashank sirsi
CS,4349,002,2,4,4,18,8,5,5,1,2,1,,2,10,12,,,,,"Raghavachari, Balaji","Enoch, Julian",,,,,rbk,balaji raghavachari
CS,4365,001,2,15,9,11,8,8,,3,1,1,,1,9,6,,,,,"Ng, Yu Chung V",,,,,,ycn041000,yu chung ng
OPRE,3360,001,12,5,5,5,10,8,4,4,,2,9,1,5,4,,,,,"Woldu, Malgorzata","Kshatriya, Ankitsingh O",,,,,mxw180018,malgorzata woldu
OPRE,3310,008,2,17,6,10,16,9,3,3,3,2,,,1,2,,,,,"ye, Shengqi","Li, Hehe",,,,,sxy143530,shengqi ye
OPRE,3310,003,3,9,2,2,26,4,8,10,,2,4,1,1,2,,,,,"Kuo, Ching-Chung","Takasi, Venkanna Dora Goutham",,,,,cxk162830,ching chung kuo
CS,4384,501,9,8,8,6,7,6,9,8,4,2,1,1,4,1,,,,,"Willson, James K","Fang, Zhou",,,,,jkw053000,james willson
HLTH,3305,001,3,4,5,14,9,10,4,10,5,2,5,,2,1,,,,,"Stark, Azadeh T",,,,,,ats160030,azadeh stark
ECON,3330,002,8,16,16,6,13,2,1,5,1,,,,5,1,,,,,"Ketsler, Luba","Colunga Ramos, Luis Fernando",,,,,lxk010300,luba ketsler
MIS,6373,501,,24,46,3,,,,,,,,,,1,,,,,"Ginevich, Rostislav","Agrawal, Pulkit",,,,,rxg172930,rostislav ginevich
OPRE,3360,008,12,8,7,8,4,6,10,9,3,1,2,,3,1,,,,,"Ahadi, Khatereh","Egbedi, Jeffrey C",,,,,kxa180010,khatereh ahadi
SPAU,3344,001,15,16,12,9,5,5,5,2,,2,1,1,,1,,,,,"Mathew, Betty S","Doli, Evdoxia",,,,,bsm170230,betty mathew
OPRE,3310,006,42,22,,7,2,,1,,,,,,,0,,,,,"Widdifield, David S","Bothra, Shreyansh Arunkumar",,,,,dsw180001,david widdifield
PSY,4346,002,12,30,20,7,3,,1,1,,,,,,0,,,,,"Gentsch, Joanna K",,,,,,jgentsch,joanna gentsch
CS,4341,001,8,22,2,12,15,7,3,1,3,1,,,,0,,,,,"Cankaya, Ebru C",,,,,,exc067000,ebru cankaya
OPRE,4340,001,3,9,1,4,36,2,6,11,,,,,2,0,,,,,"Kuo, Ching-Chung","Takasi, Venkanna Dora Goutham",,,,,cxk162830,ching chung kuo
CS,3305,502,7,23,8,6,7,5,7,4,2,2,1,,2,0,,,,,"Willson, James K",,,,,,jkw053000,james willson
OPRE,3360,005,6,15,19,3,12,11,,3,3,,,1,1,0,,,,,"Oguzman, Neslihan","Armaghan, Milad",,,,,nxo170830,neslihan oguzman
BUAN,6340,501,,54,,9,7,,,,,,,,,5,,,,,"Parker, Jason A",,,,,,jap090020,jason parker
OPRE,3310,009,3,6,12,9,19,7,4,6,2,1,1,1,,4,,,,,"Subramoniam, Ramesh","Musale, Vaibhav Vijay",,,,,rxs179630,ramesh subramoniam
ECON,3330,001,7,18,11,12,16,2,1,3,1,,,,2,1,1,,,,"Ketsler, Luba","Colunga Ramos, Luis Fernando",,,,,lxk010300,luba ketsler
OPRE,3360,006,9,10,6,12,14,8,4,4,5,,,,1,2,,,,,"Naseri Taheri, Mohammad","Liu, Ritchie",,,,,mxn121930,mohammad naseri taheri
CS,1134,101,45,15,1,2,1,2,1,1,1,2,2,,1,1,,,,,"Doore, Karen L",,,,,,kld054000,karen doore
CS,1334,001,4,22,12,3,14,5,2,3,1,3,2,,3,1,,,,,"Arnold, Gordon L",,,,,,gxa120930,gordon arnold
CS,1336,003,4,7,16,6,4,15,3,3,8,1,2,,5,1,,,,,"Srinivasan, Srimathi",,,,,,sxs180206,srimathi srinivasan
CS,3305,501,40,17,2,1,5,2,3,3,,,1,,,1,,,,,"Farage, Timothy P",,,,,,tfarage,timothy farage
CRIM,3319,0W1,,11,7,7,14,12,8,2,1,2,,4,6,1,,,,,"Hayslip, Melissa P",,,,,,mpb150030,melissa hayslip
OPRE,3360,004,9,7,5,10,6,9,7,10,6,,1,2,2,1,,,,,"Enayaty Ahangar, Negin","Cha, Junwoo",,,,,nxe180001,negin enayaty ahangar
MECH,3351,002,4,4,22,24,10,7,,2,,1,,,,1,,,,,"Bernal Montoya, Rodrigo A","Waliullah, Mohammad",,,,,rab160530,rodrigo bernal montoya
CS,4341,002,14,24,7,13,4,2,,10,,,,,,1,,,,,"Becker, Eric W",,,,,,ewb160130,eric becker
OPRE,6366,001,,13,14,18,16,6,5,2,,,,,1,0,,,,,"Leach, Sonia E","Zhang, Wen",,,,,sel120030,sonia leach
SOC,1301,001,2,19,16,11,9,10,4,,2,,,1,1,0,,,,,"Simoni, Zachary","Burger, Charis M",,,,,zrs160030,zachary simoni
CRIM,3300,0W1,,13,10,11,15,6,6,3,2,,2,1,6,0,,,,,"Worrall, John L","Riddell, Jordan R",,,,,jlw064000,john worrall
OPRE,3360,003,9,9,11,10,11,8,5,3,4,,1,1,3,0,,,,,"Enayaty Ahangar, Negin","Cha, Junwoo",,,,,nxe180001,negin enayaty ahangar
CRIM,3310,001,46,21,2,1,,3,,,,,,,2,0,,,,,"Polk, Elmer O","Huskey, Michael",,,,,peo091000,elmer polk
CS,4352,0W1,46,2,8,4,3,2,1,,4,,,,2,4,,,,,"Orrick, Erika D","Guo, Jinghui",,,,,edo042000,erika orrick
ATCM,2365,001,3,32,,16,11,,5,3,,,,,6,0,,,,,"Andreen, Michael T","Murray, Jack A",,,,,mta072000,michael andreen
CHEM,6100,001,,,,,,,,,,,,,,1,,,,76,"Dodani, Sheel C",,,,,,scd023000,sheel dodani
CS,2335,001,5,18,6,6,17,,2,7,2,1,2,1,6,4,,,,,"Doore, Karen L",,,,,,kld054000,karen doore
PSY,3339,001,,13,6,3,10,2,4,11,4,4,2,,14,2,,2,,,"Huxtable-Jester, Karen J",,,,,,kxh014900,karen huxtable jester
CS,2335,002,10,14,8,5,11,4,2,12,3,,1,,6,2,,,,,"Doore, Karen L",,,,,,kld054000,karen doore
ISNS,2359,001,6,12,15,7,16,2,6,5,2,1,3,,2,1,,,,,"Griffin, William R","Zhang, Mengli","Akatakpo, Solomon O",,,,griffin,william griffin
OPRE,3333,002,6,5,8,14,10,9,5,6,1,3,7,,1,4,,,,,"Lee, Chungseung",,,,,,cxl143430,chungseung lee
OPRE,3360,002,16,8,8,11,11,7,4,5,3,,1,1,2,2,,,,,"Ahadi, Khatereh","Egbedi, Jeffrey C",,,,,kxa180010,khatereh ahadi
OPRE,6370,001,,65,6,4,4,,,,,,,,,0,,,,,"Sabri, Ehap H","Khandelwal, Kumar Manglam",,,,,exs055000,ehap sabri
CS,6314,001,,46,19,9,1,2,1,1,,,,,,0,,,,,"Yuruk, Nurcan","Kaur, Navdeep",,,,,nxy140530,nurcan yuruk
PSCI,3362,001,5,9,8,2,9,9,4,7,5,1,4,1,10,5,,,,,"Brunell, Thomas","Eaton, John M",,,,,tlb056000,thomas brunell
COMD,6378,001,,77,,,3,,,,,,,,,0,,,,,"Dean, Lucinda L","Sale, Felicity F",,,,,lxl018300,lucinda dean
CS,6314,501,,69,10,,1,,,,,,,,,0,,,,,"McMahan, Timothy","Li, Yi",,,,,txm173230,timothy mcmahan
OPRE,3360,007,9,32,7,15,10,3,,3,,,1,,,0,,,,,"Chen, Jiayu",,,,,,jxc144030,jiayu chen
CS,6314,002,,53,17,6,4,,,,,,,,,0,,,,,"Yuruk, Nurcan","Yu, Shimeng","Maldonado, Ramon Manuel Martinez",,,,nxy140530,nurcan yuruk
CRIM,1307,0W1,1,36,15,7,12,2,1,3,,,1,,2,0,,,,,"Kovandzic, Tomislav","Derlic, Dragana",,,,,tvk071000,tomislav kovandzic
PSCI,3333,001,3,11,7,19,18,9,3,,1,1,,,7,2,,,,,"Stewart, Marianne","Sun, Zeyu",,,,,mstewart,marianne stewart
HLTH,3101,0W3,,75,,,6,,,1,,,,,,0,,,,,"Sandon, Lona",,,,,,lxs095000,lona sandon
BIOL,4310,001,6,21,19,10,10,7,6,2,,,1,,,0,,,,,"Candas, Mehmet",,,,,,candas,mehmet candas
MECH,4310,002,,14,8,16,11,13,9,3,5,,2,,1,0,,1,,,"Li, Yaoyu","Shah, Shrey H",,,,,yxl115230,yaoyu li
CS,6313,501,,79,2,,2,,,,,,,,,0,,,,,"Akcora, Cuneyt G","Komaragiri, Vasundhara","Ozdayi, Mustafa S",,,,,cuneyt akcora
BLAW,2301,501,,10,3,7,10,17,10,9,3,,8,,5,2,,,,,"Betanzos, Christina L",,,,,,clb120030,christina betanzos
MAS,6102,003,,,,,,,,,,,,,,1,,,,85,"Wilkerson, Cassandra","Chen, Lixuan","Rajpal, Kuldeep",,,,cxw170000,cassandra wilkerson
EPPS,2301,001,4,7,7,8,7,9,4,10,6,1,1,1,7,14,,,,,"Hicks, Donald","Glover, Nathan R",,,,,dahicks,donald hicks
HUMA,1301,003,,13,9,5,9,6,10,7,5,,,,19,3,,,,,"Mortensen, Joan","Thomas, Kathryn E",,,,,jmorten,joan mortensen
MATH,2451,001,23,21,15,8,2,6,1,2,1,,,1,4,2,,,,,"Hooshyar, Mohammad","Ramakrishna, Viswanath",,,,,ali,mohammad hooshyar
HIST,1302,004,17,23,13,13,9,1,1,1,2,,,1,3,2,,,,,"Klimchock, Carolee","Michaelsen, Rebekka A",,,,,,carolee klimchock
PHIL,1301,003,,,7,2,6,5,6,12,11,4,10,3,18,3,,,,,"Hasler, Carl","Armentrout, Kenneth C",,,,,cxh165030,carl hasler
FILM,2332,501,1,8,9,7,6,13,7,8,9,2,5,2,3,8,,,,,"Oliver, Stephanie R","Al-Habashneh, Eman Bahjat",,,,,sxo180009,stephanie oliver
LIT,3317,501,16,7,5,14,7,14,9,4,2,,,,5,5,,,,,"Starnaman, Sabrina","D'Monte, Nikita",,,,,sxs090100,sabrina starnaman
PHIL,1301,004,,1,7,4,11,25,4,9,5,5,1,1,11,4,,,,,"Hasler, Carl","Bensinger, Justin F",,,,,cxh165030,carl hasler
HIST,1301,002,10,23,,6,16,,3,6,,3,2,,16,3,,,,,"Folsom, Bradley N","Klimpel, Ellen J",,,,,,bradley folsom
HIST,1301,003,16,36,2,8,10,,4,5,1,,,,5,1,,,,,"Pettengill, Ryan S","Jacobs, Janet K",,,,,rsp120030,ryan pettengill
HIST,1301,001,1,10,14,10,15,6,10,5,2,2,5,,8,0,,,,,"Lester, Carole N","Yates, Kathryn L",,,,,cxl116430,carole lester
STAT,4382,001,5,6,7,2,2,8,4,9,8,,8,10,15,4,,1,,,"Koshevnik, Yuly","Bu, Yashi",,,,,yxk055000,yuly koshevnik
HIST,1302,006,,6,6,12,17,11,8,11,5,4,5,1,2,0,,,,,"Johnson, Yvonne","Goldmann, Kerry",,,,,yxj172130,yvonne johnson
ECON,2301,002,,23,10,29,9,7,2,2,,,,,6,1,,,,,"Chen, Zhengyang",,,,,,zxc151030,zhengyang chen
NSC,4354,001,5,15,17,10,11,8,9,7,2,,2,1,1,1,,,,,"Raboune, Siham","Brougher, Jackson J",,,,,sxr180071,siham raboune
HIST,1302,003,2,24,24,15,10,2,,3,,,2,,6,1,,,,,"Klimchock, Carolee","Ssali, Madiina",,,,,,carolee klimchock
ECON,2302,003,6,16,9,14,20,9,8,2,1,1,2,1,,0,,,,,"Ahmadi, Maryam",,,,,,mxa143930,maryam ahmadi
BLAW,2301,001,,9,6,9,19,10,8,6,10,,5,,7,0,,,,,"Betanzos, Christina L",,,,,,clb120030,christina betanzos
BIOL,3361,001,12,12,8,4,3,8,,7,10,4,6,4,6,6,,,,,"Spiro, Stephen","Marsh, Robert","Krishnamohan, Aishwarya","Villones, Rhiza Lyne","Soladogun, Adedamola S","Marco, Belle",sxs067400,stephen spiro
BLAW,2301,004,,14,6,8,14,4,9,4,6,1,4,1,14,5,,,,,"Polze, Matthew M","Anwer, Jordan J",,,,,mmp062000,matthew polze
BLAW,2301,003,,16,7,10,18,4,5,1,8,1,3,,14,3,,,,,"Polze, Matthew M","Anwer, Jordan J",,,,,mmp062000,matthew polze
HIST,1302,005,,5,9,11,16,11,9,8,3,5,4,1,6,2,,,,,"Johnson, Yvonne","Hoosein, Nausheen",,,,,yxj172130,yvonne johnson
BLAW,2301,002,,19,6,11,13,2,9,3,10,,4,1,11,1,,,,,"Polze, Matthew M","Anwer, Jordan J",,,,,mmp062000,matthew polze
BLAW,2301,006,,16,6,6,8,12,7,10,10,,6,,8,1,,,,,"Betanzos, Christina L",,,,,,clb120030,christina betanzos
HIST,3374,001,,20,10,9,14,14,5,2,6,2,,,7,0,,1,,,"Channell, David",,,,,,channell,david channell
BIOL,4380,001,,,,,,,,,,,,,,0,,,,,"Borovkov, Irina G","Nowak, Chance M","Brathaban, Nivetha","Wei, Hong","Devaki, Bharath",,ixb053000,irina borovkov
NSC,3361,004,6,8,11,8,13,5,13,9,10,,2,,5,3,,,,,"Taylor, Anna M","dos Santos, Natalia Lucia",,,,,amt180004,anna taylor
PSY,3392,001,5,11,20,9,15,4,6,7,2,6,2,,3,3,,,,,"Grant, Meridith G","Terry, Courtney",,,,,mga061000,meridith grant
PSY,3392,002,4,14,10,13,15,11,10,9,2,1,2,,1,1,,,,,"Grant, Meridith G","Poudel, Sonali",,,,,mga061000,meridith grant
ECON,2301,003,3,18,2,7,13,1,4,20,4,1,6,2,11,1,,,,,"Ketsler, Luba","Shi, Tianjian","Li, Yanting",,,,lxk010300,luba ketsler
ECON,2302,001,15,27,15,9,15,3,4,2,1,,,,2,0,,,,,"McElroy, Susan","Nguyen, Hien T","Zhang, Licheng",,,,skm028000,susan mcelroy
ARTS,1301,002,5,17,27,7,11,15,,2,,,,1,6,1,,,,,"DeWitte, Debra J","Guyot, Natacha",,,,,djd011500,debra dewitte
ACCT,6292,SS1,,41,,,46,1,1,3,,,,,,2,,,,,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt
ECON,2302,002,28,27,8,12,8,1,1,2,2,,2,,2,1,,,,,"McElroy, Susan","Nguyen, Hien T","Zhang, Licheng",,,,skm028000,susan mcelroy
CRIM,1301,001,34,29,8,,7,7,1,2,2,,,1,2,1,,,,,"Polk, Elmer O","Kanvinde, Vrishali",,,,,peo091000,elmer polk
MAS,6102,002,,,,,,,,,,,,,3,1,,,,91,"Brookshire, Susan","Chen, Lixuan","Rajpal, Kuldeep",,,,sxb170130,susan brookshire
CS,6301,004,,89,5,,,,,,,,,,,1,,,,,"Nagar, Anurag","Shams, Shahab","Wang, Yigong",,,,axn112530,anurag nagar
NSC,4V90,001,,80,8,2,1,,2,,1,,,,,0,,,,,"Moller, Aage R","Zuppichini, Mark D",,,,,amoller,aage moller
